GPA_S1,Hopeless/unmotivated,Sleep_hrs,LAB_AVG,Programme prepares for career,Concentration in self-study,Adequate supervision,CA_AVG,Financial_diff,Employment_hrs,Can improve performance,Self-motivates,Sense of belonging,Manages time effectively,Early intervention provided,Persists when difficult,Peer study groups effective,Anxious about assessments,Takes rest breaks,Seeks help when stuck,Regular exercise,Participates in class,Considered break,Age_group,Understands content pre-exam,CLIN_AVG,Takes organised notes,Physical health affected,ATT_RATE,Lecturers approachable,Sets academic goals,Study_hrs_day,Completes readings,EXAM_AVG,Confident in clinical skills,Prepared for clinical assess,Rotations affect performance,Self_risk_percep,Schedule conflicts,Gender,Sleep difficulty,Year_study,ASSIGN_LATE,Health interferes studies,Sleep affects concentration,Feels prepared,Emotionally supported
1.6,1,1,0.9,2,3,4,0.7,0,0,2,3,1,2,3,4,3,4,1,5,3,3,1,1,3,1.0,3,2,0.77,3,2,4,4,0.93,2,3,1,2,2,1,3,300,0,4,5,5,2
2.89,1,1,0.99,2,3,3,1.0,2,0,3,4,1,4,1,2,3,1,3,3,4,2,5,2,4,0.87,1,4,0.93,3,3,2,5,0.87,4,3,3,2,2,1,3,300,2,2,2,2,3
3.5,5,3,0.87,3,2,1,0.7,2,1,2,1,1,5,3,3,2,3,4,4,1,1,3,1,1,0.69,3,3,0.98,4,1,1,1,0.89,3,5,2,1,2,0,3,300,1,3,1,2,3
2.94,3,3,0.97,3,3,1,0.72,0,0,5,2,4,4,4,2,3,5,1,1,2,2,3,2,3,0.7,4,4,0.6,3,1,2,2,1.0,3,4,3,2,2,1,3,300,1,3,4,3,4
2.61,5,1,0.98,1,4,2,0.6,0,1,3,1,4,3,2,3,4,3,3,2,4,4,4,0,3,0.79,2,5,0.69,2,3,3,2,0.93,4,4,3,3,2,0,4,300,1,5,4,1,3
2.59,5,2,0.85,3,2,5,1.0,4,0,4,1,3,5,2,1,2,4,3,3,2,1,3,3,5,0.79,2,5,0.7,4,4,4,4,0.7,2,5,2,1,4,0,2,300,1,1,3,5,2
2.45,3,3,0.75,2,2,2,0.96,1,0,1,4,3,4,3,2,2,4,5,2,4,1,3,1,3,0.93,3,3,0.9,1,2,3,2,0.9,4,4,1,2,1,0,4,300,0,2,2,3,2
3.11,5,3,0.87,4,4,2,0.59,2,0,3,3,3,2,3,2,4,5,2,1,3,3,4,1,4,0.6,3,4,0.91,4,4,4,4,0.93,4,3,3,2,4,1,4,300,1,2,2,3,3
0.93,4,0,0.91,1,2,2,0.9,1,2,3,4,1,3,3,2,1,3,3,4,2,5,2,3,3,0.7,1,3,0.87,3,1,4,2,0.96,2,3,1,2,3,1,2,200,1,2,1,2,3
2.48,3,1,0.88,1,1,4,0.55,3,0,3,1,3,4,3,1,1,3,4,4,3,4,5,0,2,0.59,3,3,0.89,2,3,4,3,0.7,3,3,3,2,1,1,3,300,1,3,5,3,1
2.91,3,1,0.94,5,2,1,0.78,1,1,3,4,3,5,2,5,2,2,3,3,4,3,4,1,2,0.72,2,2,0.9,2,3,2,5,0.79,2,4,3,0,3,1,1,300,1,4,2,4,2
3.35,1,2,0.55,2,4,3,0.92,1,0,1,2,1,3,4,2,4,2,5,2,4,2,1,1,2,0.69,4,3,0.87,1,3,3,3,0.69,1,3,3,2,2,0,3,300,0,1,4,3,3
2.17,2,1,0.95,4,3,1,0.9,1,2,2,4,1,2,5,2,3,2,2,5,3,1,1,1,2,0.9,5,3,0.84,1,4,3,4,0.8,2,4,3,2,2,1,4,200,2,3,3,2,4
2.55,4,3,0.83,2,3,2,0.68,3,0,2,2,5,2,4,2,2,4,4,3,4,3,4,1,5,0.72,3,5,0.96,4,2,2,3,0.72,2,3,4,2,5,0,3,200,2,4,4,2,3
2.74,3,1,0.86,2,2,5,0.66,4,0,2,2,1,1,3,4,2,3,5,2,1,3,5,3,1,0.6,3,2,0.69,2,1,4,2,0.89,3,2,1,2,3,0,2,300,2,1,1,1,2
3.24,5,1,0.92,3,3,4,0.85,4,0,4,5,3,2,1,2,3,2,2,2,2,2,3,0,2,0.92,1,1,0.69,3,5,4,4,1.0,2,3,4,1,2,1,2,300,1,3,3,1,1
3.2,4,1,0.99,2,2,3,0.91,0,0,3,5,3,3,3,2,2,5,3,2,1,2,4,2,3,1.0,3,3,0.6,3,2,3,2,0.79,5,3,1,2,1,0,2,300,1,4,4,4,1
2.54,2,5,1.0,3,3,5,0.93,4,2,3,4,2,1,2,4,3,1,2,2,2,3,1,3,1,0.99,2,4,0.77,2,1,4,4,0.69,1,3,5,1,2,0,2,300,1,1,2,3,4
2.52,1,2,0.94,5,3,4,0.89,1,1,3,4,3,3,4,2,3,4,3,1,5,3,2,1,5,1.0,4,5,1.0,5,3,5,5,0.78,2,3,4,0,3,1,5,200,0,2,2,4,4
2.86,4,0,0.99,3,3,2,0.66,1,1,4,4,3,2,2,4,3,1,5,4,2,1,3,3,3,0.78,2,3,0.85,3,3,3,1,0.8,4,2,1,2,4,0,2,200,2,4,3,3,5
2.69,4,3,0.93,1,2,4,0.8,3,1,1,1,4,4,2,2,1,3,3,2,2,1,3,3,4,0.9,1,2,0.7,3,1,1,3,0.5,3,2,2,3,2,1,5,200,0,2,5,1,1
2.87,3,3,0.64,3,1,2,0.67,2,1,4,5,3,2,4,4,1,2,2,4,1,4,4,3,2,0.85,4,4,0.96,3,3,2,2,0.7,3,2,3,1,3,1,3,300,1,2,4,2,3
3.04,3,0,0.64,3,2,5,1.0,3,0,3,3,5,4,4,2,2,2,2,1,2,4,3,3,2,0.89,4,4,0.92,1,4,1,2,0.6,3,3,4,2,1,0,3,300,1,2,1,4,1
3.26,3,2,0.92,1,3,3,0.69,4,0,4,4,4,4,4,4,3,5,2,5,3,3,2,0,1,0.69,4,2,0.89,2,4,5,4,0.89,3,5,4,0,4,0,3,300,2,3,2,5,3
2.83,4,1,0.55,2,1,2,0.8,2,0,1,1,1,1,1,2,1,4,2,3,1,3,4,4,2,0.89,1,4,0.93,2,2,2,3,0.8,2,3,1,2,2,1,4,300,1,4,2,2,4
1.74,5,1,0.74,4,2,1,0.79,4,0,3,4,4,2,3,3,2,2,4,2,3,1,2,3,5,0.91,3,4,0.79,2,1,2,3,0.9,4,3,1,2,4,0,1,300,2,2,2,4,1
2.91,3,3,1.0,2,1,4,0.89,0,0,1,2,2,4,2,2,1,2,4,2,3,5,3,0,1,0.89,2,5,0.72,1,3,2,3,0.9,3,3,3,2,3,0,3,300,1,3,5,4,4
2.36,2,1,0.96,3,3,3,0.64,4,2,4,3,3,3,3,4,3,3,3,3,4,3,2,1,2,0.79,2,3,0.59,3,3,1,3,0.85,3,3,3,1,3,0,2,300,1,4,2,3,3
3.19,3,3,1.0,3,2,1,0.69,1,1,4,5,1,4,1,3,2,2,4,2,3,3,1,0,2,0.69,1,2,0.69,4,3,3,5,0.95,3,2,4,2,3,1,5,200,2,1,2,1,1
2.39,2,1,0.96,4,3,4,0.99,1,0,2,1,3,2,5,1,3,3,5,1,2,4,3,1,1,0.69,5,3,0.92,3,5,2,5,0.7,2,2,2,1,1,0,1,300,2,2,1,3,3
3.31,2,1,0.85,4,3,3,0.6,2,0,4,3,2,4,1,3,3,3,5,3,3,2,3,3,1,0.92,1,3,0.79,5,1,2,2,0.6,2,3,4,2,2,0,2,300,2,2,1,1,3
2.34,1,3,0.66,3,5,4,1.0,0,1,5,3,4,3,5,1,5,3,1,3,5,2,2,1,5,0.7,5,1,1.0,5,4,3,4,0.99,2,4,3,2,2,1,2,300,1,5,2,4,2
3.09,3,1,0.82,3,2,2,0.78,2,1,1,2,1,3,4,3,2,2,3,4,3,2,4,1,2,0.57,4,2,0.9,4,3,4,2,1.0,2,5,2,3,2,0,1,300,0,4,2,3,3
1.95,3,0,0.96,2,3,4,0.79,0,0,2,3,3,3,2,3,3,4,3,1,2,1,5,0,2,0.89,2,3,0.6,4,2,4,1,0.9,2,1,3,0,2,1,3,300,0,4,3,2,2
2.52,3,5,1.0,2,1,1,0.88,0,0,3,3,1,4,1,3,1,3,2,2,1,3,3,1,3,0.69,1,1,0.96,1,4,2,2,0.72,4,2,2,1,4,1,2,200,1,2,2,3,2
3.11,4,5,0.82,3,3,4,0.9,2,2,4,5,4,3,1,4,3,1,1,2,3,4,2,1,2,0.9,1,3,0.88,1,5,2,4,0.89,2,1,3,1,4,0,3,300,1,4,4,4,5
2.76,1,1,0.8,3,4,4,0.79,0,0,4,5,4,3,4,1,4,3,1,3,2,2,2,1,3,0.8,4,3,0.91,3,4,5,2,1.0,1,2,1,1,2,1,1,300,1,5,2,4,3
3.25,1,1,0.9,2,3,3,0.69,2,4,3,1,4,4,2,4,3,2,3,2,3,5,5,2,4,0.6,2,2,0.69,4,3,1,4,0.7,2,3,3,0,2,1,1,300,1,4,4,2,2
3.0,2,1,0.91,5,2,2,0.93,4,1,5,2,3,2,3,3,2,3,2,1,3,1,4,4,4,0.69,3,5,0.9,2,2,1,5,0.92,2,5,3,1,2,1,2,300,1,3,4,2,4
2.5,3,1,0.89,4,4,3,0.7,4,0,4,4,3,1,3,3,4,3,3,5,5,2,4,3,2,1.0,3,3,0.92,1,1,4,2,0.93,5,5,5,3,4,1,2,300,1,4,4,3,5
2.28,4,1,0.97,3,3,2,0.96,4,0,1,2,5,2,2,4,3,3,2,4,1,3,4,4,4,0.66,2,5,0.7,4,1,2,1,0.87,5,4,3,2,4,1,5,300,1,3,2,3,4
3.07,4,3,1.0,1,3,2,0.89,0,0,2,1,1,5,5,1,3,3,5,1,4,4,1,0,4,0.66,5,5,0.7,1,1,3,3,0.9,3,1,1,3,4,0,4,300,1,1,4,4,3
2.43,3,3,0.78,3,4,2,0.9,2,0,3,4,5,3,3,3,4,1,3,4,2,3,3,3,3,0.95,3,3,1.0,4,2,4,2,0.55,2,4,4,1,3,0,1,300,0,2,5,2,5
3.36,4,2,0.99,2,3,3,0.63,2,0,2,3,2,2,2,3,3,3,3,3,4,3,5,0,4,0.9,2,4,1.0,3,2,2,3,0.89,2,3,3,2,3,0,3,300,2,3,3,1,2
3.28,2,1,0.98,4,1,2,0.99,0,1,1,1,5,3,3,4,1,2,2,3,4,3,4,1,4,0.98,3,3,0.84,3,4,4,3,0.72,1,3,5,1,2,0,1,300,1,4,5,5,5
3.11,1,2,0.89,5,4,3,0.78,1,1,1,2,5,1,1,2,4,2,1,3,3,3,5,3,5,0.79,1,3,0.96,3,4,5,2,0.79,3,3,1,0,2,0,1,300,0,5,2,3,1
3.45,2,1,0.72,3,3,3,0.79,0,0,1,2,3,4,2,3,3,2,2,2,4,2,4,4,4,0.63,2,3,0.69,5,3,2,4,0.69,4,1,2,1,3,1,3,300,2,5,4,4,4
3.48,5,5,0.93,2,4,4,0.79,2,0,2,3,3,2,3,4,4,4,4,2,3,3,5,2,3,0.79,3,4,0.99,3,3,1,2,0.7,2,4,4,0,2,0,3,300,1,2,2,3,2
2.11,5,2,0.95,1,2,2,0.8,2,2,1,2,2,1,2,1,1,4,4,1,3,3,4,3,2,0.93,2,4,0.69,3,2,3,2,0.7,2,2,3,1,3,0,4,300,2,2,4,1,4
3.02,4,1,0.77,4,2,2,0.79,1,1,1,4,1,3,3,2,2,4,3,4,4,3,2,3,3,0.7,3,1,0.78,2,3,1,1,1.0,1,5,2,1,5,1,3,300,0,1,2,2,4
3.09,2,2,0.84,1,3,4,0.7,4,1,3,1,3,3,3,4,3,5,4,4,2,3,4,1,3,0.69,3,2,0.77,5,3,3,2,0.78,1,2,4,2,2,0,2,300,1,1,1,2,2
3.09,5,1,1.0,4,3,3,0.92,4,0,2,5,3,1,5,3,3,5,3,5,2,4,4,3,3,0.93,5,3,1.0,5,3,2,2,0.7,4,3,3,1,3,1,3,300,2,4,4,2,3
3.53,4,1,0.91,1,2,1,0.82,3,0,2,2,3,1,4,2,2,4,2,3,2,3,5,2,3,0.82,2,4,1.0,3,2,3,3,0.82,1,2,5,1,5,1,4,200,1,4,5,1,2
3.16,4,2,0.98,1,2,2,0.6,2,2,5,5,3,2,1,3,2,3,3,5,4,4,2,4,3,0.69,1,3,0.7,4,1,2,2,0.88,2,3,1,2,1,1,2,300,1,2,2,2,2
3.13,5,3,0.63,1,2,2,0.86,1,0,2,1,4,2,3,2,3,5,2,4,3,3,5,1,5,0.8,3,5,1.0,3,2,2,3,0.8,2,3,4,0,5,0,3,200,0,4,4,1,2
2.27,3,1,0.88,3,1,1,0.78,1,4,5,4,2,2,3,1,1,2,1,2,2,1,4,1,4,0.66,3,1,0.89,3,4,4,3,0.79,3,4,2,1,5,1,2,300,2,2,2,2,4
2.63,5,2,0.82,4,2,2,1.0,4,1,4,2,5,2,3,3,2,3,4,2,3,2,3,4,1,0.9,3,2,0.79,2,4,5,2,1.0,5,2,1,3,4,1,2,300,0,4,2,3,2
3.58,5,3,0.76,1,2,2,0.89,1,0,2,3,4,2,5,1,2,4,3,3,3,3,5,1,4,0.76,2,5,0.89,3,2,2,2,0.76,2,5,4,1,5,0,3,200,1,4,2,1,2
3.17,4,5,0.69,4,3,1,0.89,0,0,3,4,4,3,5,5,3,4,4,3,5,1,5,2,4,0.79,5,3,0.92,2,4,2,2,0.79,3,1,3,1,1,0,2,200,2,2,5,3,1
2.64,2,1,0.91,4,1,2,0.88,2,0,2,1,1,3,4,4,1,3,4,3,1,2,4,3,1,0.79,4,2,0.66,4,3,5,5,0.78,3,3,3,2,2,1,3,300,1,3,4,1,2
2.96,2,5,0.65,3,5,2,1.0,1,1,5,5,2,3,4,4,5,4,3,2,2,1,4,2,3,0.79,4,4,0.92,3,5,3,5,0.96,5,3,3,1,4,0,4,200,0,4,2,3,2
3.38,1,1,0.66,2,3,4,0.69,2,1,1,1,2,2,5,2,3,5,4,2,4,3,5,3,3,0.77,5,2,0.69,2,1,4,1,0.53,5,2,3,2,2,1,5,200,1,3,4,2,4
3.44,2,1,0.8,1,1,2,0.8,1,0,2,1,2,1,4,2,4,4,4,2,5,1,4,1,2,0.8,3,4,0.79,2,1,3,3,0.9,1,3,5,0,5,1,3,300,1,2,2,2,1
3.19,4,3,0.77,2,2,4,0.8,1,0,1,1,2,1,3,2,2,2,2,3,3,3,4,3,3,1.0,1,4,0.69,3,1,2,2,0.8,2,4,2,0,4,0,2,200,2,4,2,2,2
3.14,2,5,0.74,4,2,3,0.78,4,0,3,3,2,4,5,3,2,5,1,2,2,1,2,3,5,0.89,5,2,0.59,3,4,1,3,0.79,2,2,4,1,2,0,5,300,1,3,3,4,5
2.23,2,3,0.93,3,3,4,0.9,4,0,5,5,2,5,3,2,3,1,3,2,4,4,2,3,5,0.6,3,3,1.0,3,3,2,2,0.78,1,2,3,3,3,1,1,300,1,4,3,5,5
2.69,2,1,0.77,1,2,3,0.79,0,0,2,3,3,5,1,4,2,5,4,1,2,2,4,1,2,1.0,1,5,0.79,4,2,2,4,0.64,1,2,3,0,3,0,3,200,2,5,3,3,3
2.94,1,0,0.95,2,4,1,0.78,1,0,3,4,1,2,4,3,4,3,4,3,1,5,3,2,2,0.7,4,5,0.7,5,3,2,5,0.89,4,2,2,1,3,1,3,300,1,3,1,5,3
2.21,2,3,0.94,5,2,5,0.89,0,2,1,5,2,2,1,4,2,2,4,2,2,3,1,1,1,0.7,1,3,0.69,1,2,2,5,0.89,1,4,3,1,5,0,2,300,2,4,5,5,4
2.0,3,5,0.93,3,2,3,0.78,1,0,5,4,3,1,4,5,2,2,5,3,3,3,4,4,4,1.0,4,2,1.0,4,3,2,5,0.73,4,4,1,3,4,1,4,300,1,5,3,3,3
1.93,3,1,0.84,2,4,5,1.0,0,1,5,3,4,4,3,4,4,1,3,3,4,4,1,2,5,0.96,3,2,0.69,2,3,4,1,0.6,3,3,4,2,3,0,1,300,2,1,1,3,3
3.02,4,3,0.82,3,3,4,1.0,2,4,3,2,1,4,2,3,3,4,1,2,3,2,4,2,4,0.69,2,2,0.6,2,1,0,4,0.77,2,2,4,2,5,0,5,300,1,1,1,3,3
2.7,4,3,1.0,4,4,2,0.7,1,1,1,1,2,3,3,2,4,3,3,2,4,4,4,1,2,0.79,3,3,0.68,3,1,3,5,0.69,2,3,2,1,5,0,5,300,1,5,2,2,4
1.63,4,4,0.66,4,4,4,0.89,0,0,3,3,5,3,5,3,4,4,4,4,5,4,4,3,4,0.78,4,4,0.84,4,3,2,4,0.6,4,4,4,1,4,0,4,200,1,5,5,3,4
3.74,3,5,0.77,3,2,4,0.79,4,0,3,1,2,2,2,3,2,4,5,2,4,4,2,2,4,0.78,2,2,0.89,3,3,3,2,0.91,2,2,4,3,4,1,3,300,1,4,2,5,2
2.4340903680159576,3,1,0.8644044446880044,3,1,5,0.6828992573919664,4,0,2,3,2,1,3,2,1,5,3,3,4,3,2,1,2,1.0,3,1,0.6167866659359869,3,3,2,3,0.6273037020799708,3,3,3,2,3,0,2,300,2,3,2,3,3
2.314893016986572,3,2,0.7101937853886909,2,4,2,0.89,1,0,1,3,3,2,3,2,4,3,1,3,4,3,4,4,3,0.771223254246643,3,3,0.6983689943378094,3,4,2,3,0.9087767457533572,4,4,2,1,1,0,2,300,2,3,4,3,4
1.0877267882956474,4,1,0.8372714354550593,4,2,2,0.8122696592057659,0,0,2,2,2,3,2,1,2,2,4,3,1,4,4,3,3,0.9231839173855284,2,4,0.8350017762492934,2,3,2,5,0.8386339414782363,4,2,2,1,3,0,1,200,1,5,2,1,2
3.2173845531578524,5,3,0.6948590106579196,4,3,1,0.760653861710537,0,0,2,3,4,2,5,1,3,2,3,2,3,3,5,1,3,0.9254679201973488,2,1,0.6512627712499663,3,2,1,3,0.7577564361842283,2,4,4,1,4,0,3,300,1,4,3,5,3
2.746184799346593,3,5,1.0,2,5,1,0.9980094605286572,1,0,3,4,3,4,2,4,5,1,5,2,1,3,3,1,3,0.8866824342144288,2,2,0.9993364868428858,1,4,3,2,0.7003317565785571,4,2,2,2,4,0,4,300,1,2,2,3,2
1.9739116247530648,5,3,0.8985488330040863,5,2,1,1.0,0,0,2,2,2,2,3,4,2,2,3,2,2,3,1,1,5,0.9307255834979568,3,2,0.7339116247530647,2,2,3,1,0.6487906941700718,1,2,4,1,3,0,1,300,2,4,5,5,2
2.928675211240103,3,1,0.9273504224802062,3,2,2,0.8049145352717731,0,0,3,2,2,4,4,2,2,2,4,5,4,4,4,2,2,0.7203846197678144,4,4,0.7,3,1,3,2,0.8922649577519794,3,4,3,3,2,1,4,300,1,3,3,3,3
2.7906448162877164,3,3,0.6596793743696064,3,3,2,0.7309690069450395,1,0,3,3,5,2,3,2,3,5,4,3,4,3,5,1,5,0.767420734849134,3,4,0.7674171698222045,3,2,2,3,0.767420734849134,2,4,2,2,5,0,3,200,1,4,3,3,3
2.4759464070084527,3,1,0.6435916072512479,2,2,2,0.7982563357099501,1,0,2,4,3,2,2,2,2,4,4,3,3,2,3,1,5,0.9422056500303494,2,4,0.9174366429004992,4,2,3,2,0.8808196928094509,2,4,4,2,4,0,4,300,2,4,4,2,1
2.5732687166656545,3,2,0.8538187547620493,2,4,3,0.8216343583328274,2,0,3,3,2,2,5,2,3,1,2,2,4,3,2,2,5,0.8618124523795069,3,4,0.6761812452379506,4,1,2,3,0.8798219059533207,2,5,4,2,4,0,3,300,1,3,1,3,4
1.887183516887871,3,3,0.7522652930739893,2,2,2,0.8635917584439355,1,0,3,4,3,2,3,4,2,3,4,2,3,1,3,0,3,0.8854694138520215,2,3,0.8513264653699463,4,2,2,2,0.9613264653699464,4,4,1,3,4,0,4,300,1,2,4,3,3
2.194059295382061,5,1,0.8506327001126326,1,2,1,0.8032867023652858,2,0,2,2,3,2,3,4,2,3,2,2,3,2,2,3,4,1.0,2,4,0.9955710992115714,2,2,3,2,0.7830402987610409,2,2,3,2,4,0,1,300,2,3,4,2,2
2.6268760472073,3,3,0.9262479055854006,2,1,5,0.8872495811170802,2,0,5,3,2,3,3,2,2,1,3,1,2,3,4,1,2,1.0,3,2,0.69862479055854,2,1,3,3,0.5312562832437979,2,2,4,2,3,0,2,300,1,3,3,3,2
2.645034597231057,3,1,0.9163573459579896,2,2,4,0.7516239337205544,0,2,2,2,3,2,4,5,2,2,2,2,3,4,4,2,4,0.8175172986155285,4,2,0.8558933648949741,2,1,5,2,0.9283760662794456,4,2,4,1,3,0,2,300,1,4,2,4,2
2.3992904986109,4,3,0.8654610591503764,2,2,5,0.9016316196898528,4,1,2,3,2,2,4,2,2,2,3,2,3,3,4,1,3,0.5870210281860884,2,4,0.9954610591503764,4,4,4,3,0.7022694704248117,3,3,3,2,2,0,3,200,1,4,3,3,3
2.509457106558999,3,5,0.9864448512901411,2,2,1,0.8852714467205006,0,0,3,3,3,4,2,4,1,2,2,2,1,3,3,1,3,0.6945183829032862,2,3,0.9547285532794992,1,1,2,2,0.7252714467205006,1,2,2,1,3,1,1,200,1,2,3,4,2
2.315280722405718,3,2,0.8258421672171532,3,3,2,0.8654678706761962,1,0,3,3,4,5,2,2,3,2,2,1,4,3,5,1,4,0.7022660646619019,3,3,0.7683990969928529,3,4,2,4,0.6110394581957117,2,3,3,3,2,0,1,300,1,2,2,4,5
2.823570507011272,5,5,0.8354764976629093,3,2,1,0.7948411674456969,1,0,4,1,3,2,4,3,2,2,3,1,4,4,3,2,2,0.7441677418201826,4,5,0.7861118278801218,5,1,1,2,0.6925794162771515,2,2,4,1,4,1,4,300,1,3,3,3,2
2.4002004786189746,3,5,0.8357979259844432,2,3,1,0.7636006381586329,1,0,4,1,3,3,2,2,3,2,2,1,2,1,3,1,4,0.8868003190793164,4,2,0.9334001595396584,3,1,5,3,0.7868003190793165,4,2,1,1,4,1,3,300,1,1,2,4,2
2.1917222200201216,4,3,0.9235499980181092,5,2,2,0.8552722180382311,1,2,2,3,2,2,2,2,2,3,4,3,4,3,1,1,3,0.7,3,1,0.7229000039637811,4,3,2,3,0.9101055579778664,1,2,3,2,3,0,2,300,2,3,4,3,3
2.7511040162319893,3,1,0.911167870144086,2,5,2,0.6888959837680108,0,0,5,4,3,2,2,2,5,1,2,2,3,1,4,3,2,0.9333120486959676,4,2,0.69,2,4,3,2,0.8177600405799731,2,2,3,2,4,1,2,300,1,2,2,3,1
2.4535174710822,3,3,0.8453371041040811,3,2,3,0.6164825289178003,2,2,2,1,1,2,3,2,3,3,2,2,2,2,3,3,2,0.6417384363808393,3,3,0.679447586753401,2,2,2,1,0.6565637255588426,2,2,2,3,5,1,2,200,2,2,3,4,2
2.840325908363982,3,3,0.8369296603630316,2,3,3,0.6807889810890948,2,0,4,2,1,3,3,3,3,5,2,5,2,4,4,2,2,0.7,3,4,0.89,3,2,2,1,0.9492110189109052,1,4,5,1,3,1,4,200,1,1,3,2,3
2.758137944643882,5,2,0.8548964428489438,4,2,2,0.681862055356118,2,1,2,3,5,2,5,3,2,5,3,2,2,1,4,3,4,0.954413833931646,5,2,0.69,2,4,5,3,0.835344861609705,2,2,4,3,3,1,2,300,1,3,3,4,2
1.7471948969432671,5,2,0.7523341090456008,1,2,1,0.8115846908298014,4,0,2,4,3,2,3,4,2,3,2,1,3,1,3,0,4,0.9192505817842006,2,4,0.8043897938865343,3,2,3,2,0.8773874667497319,2,2,3,2,4,0,1,300,2,3,2,2,2
2.373071069717766,4,1,0.8770125417149,2,2,4,0.7539832777134667,2,0,3,2,2,2,2,2,2,2,2,3,2,4,5,3,2,0.8919498331404003,2,4,0.936970735998567,4,2,2,2,0.7809958194283667,4,2,2,1,3,0,4,300,1,4,2,2,4
1.9376968105544752,5,1,0.9726620291454652,5,2,5,0.9176968105544752,0,0,2,2,2,4,3,4,2,2,3,2,2,2,1,2,1,0.9063310145727328,3,2,0.7863310145727327,2,2,3,2,0.6366898542726732,1,2,4,1,3,0,1,300,2,4,5,2,2
2.308974637611234,4,3,0.930170893731461,5,2,3,0.710341787462922,2,2,4,3,4,2,2,1,2,3,2,3,4,3,4,1,1,0.703561191641948,2,3,0.7779768519412011,3,4,2,3,0.85609702089513,1,2,3,1,3,1,2,300,1,4,3,3,3
3.308889340445772,2,5,0.902539521269367,1,3,2,0.7249209574612661,2,1,5,4,2,2,3,4,3,2,2,2,3,3,3,1,2,0.7004762872383797,3,3,0.8550790425387339,2,2,1,4,0.8201580850774678,5,3,3,1,4,1,4,300,1,4,2,3,3
3.283847091380762,3,2,0.9643742382531312,1,2,3,0.8335573407322143,4,0,2,3,4,2,5,4,3,5,3,5,3,3,2,3,2,0.7272595567887024,2,5,0.6302897506485473,3,2,2,2,0.762595567887024,3,5,3,1,4,0,3,300,1,1,2,5,3
2.1295490506090102,2,2,0.8479422051990515,2,2,3,0.6897110259952577,1,1,2,1,1,1,3,2,2,3,2,2,1,2,5,1,3,0.7,3,1,0.8514798467914639,4,2,5,2,0.9927977181966804,4,2,3,2,3,1,2,300,2,4,4,2,3
2.376774814544093,3,3,0.9233874072720464,2,4,3,0.7125827151469765,1,0,2,3,3,5,3,2,4,3,3,3,4,3,2,4,4,0.7024204933308371,2,3,0.6954834569706047,4,3,2,3,0.8888708642426512,3,1,2,2,3,0,2,300,2,3,4,3,2
2.279811200872813,3,3,0.9410062227071188,2,2,1,0.7913838209614911,2,2,2,2,5,3,2,2,2,2,3,4,4,3,3,2,4,0.5977987554585762,2,1,0.88,2,2,4,2,0.7808174235799327,2,2,2,2,2,1,3,300,2,2,3,2,2
2.6797688609232004,5,2,0.7450577847691998,5,5,1,0.6160736078463438,2,0,3,3,5,2,5,5,5,5,2,5,4,5,5,2,5,0.7885218987692573,5,5,0.6964203164615428,3,5,5,5,0.7885218987692573,5,2,5,2,5,1,2,200,1,4,2,4,5
3.2297096126017824,5,5,0.92,1,3,2,0.6908413996499504,2,0,5,4,1,3,3,4,3,2,2,2,3,3,3,1,2,0.7034623943992078,3,4,0.893365598599802,3,2,2,4,0.8731720070009903,5,3,3,1,4,1,4,300,1,4,2,3,1
1.7787908913827073,1,1,0.7432325742818923,2,2,4,0.8093954456913537,0,0,2,3,1,2,3,2,2,3,2,2,3,2,4,3,3,0.9035348514362156,2,3,0.8061628714094614,2,2,3,2,0.9161628714094614,2,2,4,2,4,0,3,200,0,3,2,2,2
2.0621734973767505,4,2,0.9011590392620212,1,2,2,0.6779710837705416,2,2,2,3,1,1,2,2,1,3,4,3,4,3,1,0,1,0.8697108377054159,2,1,0.875653005246499,4,2,3,2,0.855072290573646,5,2,3,2,2,0,2,300,2,2,4,2,4
2.445221521335322,3,5,0.7052215213353221,3,3,1,0.950642905965959,0,0,4,3,5,4,2,4,3,3,2,1,4,3,3,4,3,0.7747784786646779,2,3,0.7545786153693631,2,1,5,5,0.6960642905965958,2,3,2,1,3,1,2,200,1,2,3,4,1
2.381287587226328,3,5,0.8216554692909933,2,2,1,0.949356206386836,0,0,3,3,1,4,2,1,1,2,2,2,1,3,3,1,3,0.7494481769030022,2,3,0.890643793613164,1,4,5,2,0.789356206386836,3,2,2,1,3,1,2,200,1,2,3,2,2
1.836088292571962,5,1,0.9350735771433016,4,2,1,0.8071030080006223,2,0,2,2,2,2,3,1,2,2,4,2,3,2,2,3,4,0.8920294308573207,2,4,0.7091324388579429,2,2,2,2,0.7078234148560761,2,2,3,1,4,0,4,300,2,2,4,2,2
1.9602848407802749,5,3,0.8803797877070333,2,4,5,1.0,0,0,2,2,2,2,3,4,4,2,3,2,2,3,1,1,5,0.9398101061464832,3,2,0.720284840780275,2,2,3,1,0.6336498230891944,1,2,4,1,3,0,1,300,2,4,5,5,2
2.280607390061546,3,3,0.940303695030773,2,2,1,0.8900506158384622,1,0,3,4,3,2,3,4,2,2,2,3,4,4,3,1,2,0.998937067392294,2,3,0.79,2,4,3,2,0.9596963049692268,2,4,3,2,4,0,1,300,2,2,3,4,5
