GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared
2.43,0.64,0.84,0.59,0.93,0.75,2,0,1,200,1,3,2,2,3,2,3,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,1,1,2,2,3,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2
2.05,0.96,0.7,0.69,0.64,0.79,1,1,1,300,1,4,2,2,3,0,1,3,3,1,1,1,4,2,3,4,1,5,3,1,3,3,4,1,3,3,2,3,2,4,1,3,1,4,3,1,1,1,4,2,3,4,3,2,3,2,5,1
3.26,0.93,0.8,0.69,0.99,0.89,1,1,1,300,1,4,0,5,2,2,1,1,1,4,5,4,4,3,2,1,2,3,5,3,2,3,5,2,3,5,4,1,4,5,5,5,2,3,1,4,5,4,4,3,2,1,1,2,2,5,3,1
2.94,0.78,0.69,0.69,1.0,0.9,2,2,0,300,4,0,1,3,5,1,3,2,3,3,2,3,4,3,3,2,1,2,3,2,3,5,2,4,3,3,4,4,4,2,1,3,5,2,3,3,2,3,4,3,3,1,1,2,1,5,1,3
1.45,1.0,0.78,0.4,0.78,0.9,2,1,0,300,2,1,4,4,2,3,4,2,4,5,2,4,3,1,5,3,5,1,5,2,4,4,4,5,3,2,5,1,3,1,4,2,2,3,4,5,2,4,3,1,5,3,3,2,5,2,2,4
3.43,0.62,0.79,0.79,0.86,0.7,1,4,1,300,2,1,0,2,3,2,3,4,1,3,2,4,2,3,2,5,4,3,2,4,1,1,3,3,3,4,1,3,3,3,4,2,2,3,1,3,2,4,2,3,2,5,3,5,1,2,4,3
3.59,0.7,0.9,0.6,0.95,1.0,1,1,0,300,2,2,0,3,2,1,4,4,2,1,4,4,1,3,1,5,3,3,1,2,5,3,4,2,1,2,4,4,4,1,1,4,2,2,2,1,4,4,1,3,1,4,4,3,1,1,2,4
3.41,0.68,1.0,0.77,0.99,0.78,0,1,1,300,2,1,0,3,5,0,2,3,2,2,3,2,5,3,2,1,3,4,4,1,2,3,3,3,4,5,5,2,3,4,5,4,3,5,2,2,3,2,5,3,2,2,3,2,3,1,3,2
3.35,0.89,0.6,0.79,0.8,0.89,0,1,0,300,4,0,2,4,1,1,3,5,1,4,4,5,5,4,3,2,1,5,5,4,3,3,1,2,4,3,1,2,3,4,4,4,1,2,1,4,4,5,5,4,3,2,3,3,4,4,5,3
3.15,0.93,0.6,0.6,0.8,0.7,2,1,1,300,1,2,0,3,2,1,2,1,3,3,4,1,2,1,3,3,4,2,5,5,5,2,1,4,1,1,1,2,5,3,2,4,2,3,3,3,4,1,2,1,3,3,3,2,5,5,3,2
3.04,0.79,0.89,0.92,0.88,0.7,1,3,1,200,4,0,0,2,1,2,4,4,3,2,4,2,5,4,1,3,2,4,5,3,5,3,5,2,2,2,4,4,2,4,4,3,2,2,3,2,4,2,5,4,1,1,4,4,2,3,1,4
3.76,0.92,0.78,0.89,0.86,0.89,1,4,0,300,2,0,1,2,2,1,5,3,1,3,1,2,3,3,4,1,3,1,4,4,2,1,3,5,1,2,3,3,3,3,1,1,4,4,1,3,1,2,3,3,4,3,2,2,2,5,1,5
3.02,0.93,0.93,0.79,0.77,0.68,0,3,0,200,3,0,0,3,3,3,5,1,2,2,1,3,4,2,4,5,1,1,3,5,4,2,3,1,3,3,1,2,4,1,4,1,2,3,2,2,1,3,4,2,4,5,4,3,2,1,2,5
3.06,0.96,0.89,0.69,0.72,0.93,1,1,0,300,2,0,1,2,3,2,5,3,4,2,2,4,3,3,2,1,3,4,2,1,1,4,5,1,3,2,3,2,3,3,5,4,2,3,4,2,2,4,3,3,2,5,3,4,2,1,4,5
2.81,0.8,0.6,0.8,0.63,0.9,1,1,1,200,3,4,0,4,1,1,2,2,4,2,3,2,2,2,3,3,4,5,4,3,4,4,4,4,4,5,2,3,4,1,4,4,1,3,3,3,3,4,2,2,2,1,2,2,2,3,2,2
1.81,1.0,0.68,1.0,0.86,0.93,0,3,0,200,3,0,0,3,1,1,2,2,2,2,2,2,2,2,4,2,4,2,4,2,2,4,4,4,4,4,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.94,0.77,0.87,0.91,0.85,1.0,2,2,0,300,2,1,0,4,1,2,1,1,4,2,1,2,3,4,4,2,3,5,2,4,2,2,5,3,5,1,1,4,2,2,2,2,3,1,4,2,1,2,3,4,4,2,4,2,3,4,3,1
3.24,0.79,0.79,0.6,0.93,1.0,1,2,0,300,1,2,0,2,1,1,3,5,4,2,3,2,2,3,3,2,3,5,4,3,1,1,4,4,4,3,3,2,4,5,4,1,3,3,4,2,3,2,2,3,3,2,1,2,4,2,2,3
2.55,0.96,0.89,1.0,0.91,0.69,1,3,1,300,2,1,0,5,3,2,1,2,3,5,3,5,3,1,4,1,4,2,2,4,1,2,3,2,2,3,3,2,2,1,4,4,3,4,3,5,3,5,3,1,4,4,4,2,3,4,2,1
2.57,0.67,0.66,0.79,0.94,0.69,2,1,1,300,1,4,0,3,1,2,3,2,3,5,2,4,3,3,3,4,3,4,1,3,5,3,3,3,1,2,2,3,2,1,2,2,5,4,3,5,2,4,3,3,3,5,4,5,5,2,2,3
2.53,0.8,0.9,0.93,0.6,0.9,1,3,0,300,2,2,0,2,1,2,2,2,3,3,3,2,2,3,2,3,2,3,3,2,4,4,4,4,4,4,4,4,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2.22,0.7,0.73,0.9,0.88,1.0,1,3,0,300,2,1,0,2,5,3,5,1,1,4,2,4,4,1,3,4,4,4,1,3,4,3,2,2,1,4,4,3,4,3,3,3,2,4,1,4,2,4,4,1,3,1,2,2,2,5,2,5
3.4,0.79,0.69,0.72,0.87,0.79,0,3,1,300,2,2,1,1,3,1,5,1,2,3,4,2,3,3,2,3,3,1,4,5,2,4,2,5,4,3,1,3,4,4,3,4,5,1,2,3,4,2,3,3,2,3,4,2,4,2,4,5
2.35,0.69,0.89,0.59,0.98,0.88,1,2,1,300,1,4,1,5,2,2,3,5,2,2,2,2,2,4,3,3,3,5,2,2,2,4,1,3,1,5,3,3,4,3,4,4,3,2,2,2,2,2,2,4,3,4,2,4,4,5,1,3
3.35,0.89,0.8,0.66,1.0,0.9,1,1,1,200,2,2,0,3,1,1,2,3,5,4,2,1,1,5,4,3,3,4,2,2,5,1,4,3,3,4,3,1,5,2,4,2,2,3,5,4,2,1,1,5,4,2,3,3,3,1,4,2
2.98,0.99,0.7,0.89,0.91,0.91,1,0,0,300,4,0,4,4,3,1,3,4,1,3,1,3,2,2,2,2,4,2,3,3,4,3,5,2,2,4,5,1,5,4,5,3,3,4,1,3,1,3,2,2,2,2,4,4,4,5,2,3
2.74,0.78,0.69,0.91,0.89,0.93,1,0,1,200,2,0,0,5,1,1,2,2,2,2,3,1,4,2,3,3,3,2,4,2,4,4,3,3,4,3,2,3,3,3,3,2,3,1,3,2,3,2,2,3,3,2,2,2,2,2,2,1
2.98,0.79,0.69,0.89,0.91,0.69,1,3,1,300,4,0,4,4,3,1,3,4,1,3,2,2,4,4,3,2,5,2,1,2,3,3,3,3,4,2,3,5,1,2,3,2,3,3,1,3,2,2,4,4,3,1,5,1,5,3,4,3
1.83,0.8,0.72,0.89,0.93,0.7,1,0,0,200,1,4,0,3,2,2,2,3,2,1,3,2,2,1,3,2,3,4,2,2,3,3,2,1,2,3,2,2,2,2,3,3,2,3,2,2,2,3,2,3,1,1,2,2,2,2,1,2
2.81,0.7,0.89,0.69,0.9,0.85,1,1,0,300,4,0,0,2,5,2,4,5,2,3,2,5,5,1,5,1,3,5,5,2,4,2,2,4,4,4,3,4,4,1,2,1,4,1,2,3,2,5,5,1,5,1,1,1,3,4,1,4
2.52,0.88,0.8,0.7,0.73,0.9,1,3,0,200,4,0,2,4,5,3,4,3,5,2,3,4,2,3,5,2,2,5,3,3,2,2,3,4,4,4,4,2,3,1,1,5,3,3,5,2,3,4,2,3,5,1,2,3,2,2,3,4
3.15,0.7,0.79,0.91,0.85,0.7,1,3,1,200,4,0,1,1,3,2,2,4,1,4,3,3,4,5,3,1,4,2,2,2,3,1,2,2,3,5,1,1,2,5,5,4,2,5,1,4,3,3,4,5,3,2,3,3,2,3,4,2
3.81,0.9,0.69,0.69,0.95,0.7,1,3,1,200,1,0,0,4,3,1,1,1,1,1,2,1,3,4,5,5,2,2,2,2,1,1,1,3,3,2,1,1,3,2,2,3,4,2,2,3,3,2,2,3,3,1,1,2,1,1,1,1
2.42,0.79,0.8,0.9,0.75,0.94,1,1,1,200,2,1,1,5,2,2,4,2,1,4,1,4,3,3,3,3,3,5,5,2,2,1,1,3,3,3,1,2,3,4,2,3,2,3,1,4,1,4,3,3,3,5,3,4,4,3,5,4
2.44,1.0,1.0,0.69,0.7,0.79,1,1,0,300,3,1,1,3,3,1,3,3,2,4,2,5,1,3,3,4,5,1,5,5,3,4,2,3,4,1,1,2,3,4,3,3,4,3,2,4,2,5,1,3,3,2,3,2,2,3,2,3
3.19,0.79,1.0,0.79,0.83,0.98,1,0,0,200,2,1,0,4,5,1,2,2,3,3,4,4,5,2,2,1,2,4,5,3,3,4,2,2,4,5,5,1,4,4,3,1,3,4,3,3,4,4,5,2,2,3,2,2,4,1,5,2
3.27,0.99,0.89,0.52,0.7,0.79,1,0,1,300,2,1,1,4,2,2,5,4,2,3,3,3,1,1,5,3,2,3,3,4,3,3,3,1,4,1,1,4,3,3,2,2,4,1,2,3,3,3,1,1,5,4,1,3,2,3,4,5
3.35,1.0,1.0,0.77,1.0,0.7,1,4,1,300,2,1,2,2,1,1,4,2,3,2,4,5,3,5,3,2,2,5,3,2,2,1,5,2,5,1,3,2,2,4,4,1,4,3,3,2,4,5,3,5,3,3,3,2,5,5,3,4
2.85,0.7,0.7,0.89,0.83,1.0,1,1,0,200,2,4,0,2,1,2,4,3,3,1,4,1,2,2,3,2,2,3,1,2,1,3,3,3,5,2,3,1,2,3,3,2,3,4,3,1,4,1,2,2,3,4,1,1,4,4,3,4
2.63,1.0,0.67,0.91,0.99,0.9,0,1,1,200,2,2,0,4,1,3,4,3,1,5,3,2,4,2,3,2,5,3,3,3,4,3,2,4,4,1,1,5,2,2,3,1,5,2,1,5,3,2,4,2,3,2,2,4,3,2,5,4
2.59,0.89,0.88,0.89,0.91,0.6,1,2,0,300,2,0,4,3,1,3,3,4,3,3,2,3,3,1,1,2,2,3,2,3,3,4,3,3,5,1,3,5,4,4,3,1,1,2,3,3,2,3,3,1,1,2,2,1,5,1,4,3
3.33,0.91,0.83,0.7,0.82,0.89,2,3,1,200,1,0,2,2,3,2,4,5,4,4,3,3,2,3,3,3,2,3,3,1,2,3,3,1,4,1,5,4,2,5,3,4,4,3,4,4,3,3,2,3,3,3,5,2,3,2,1,4
1.57,1.0,0.69,0.76,0.97,0.7,1,1,1,300,1,2,2,4,2,2,5,4,3,4,5,4,2,4,3,3,1,4,1,3,3,4,2,1,3,5,2,4,2,4,4,2,2,4,3,4,5,4,2,4,3,1,3,2,3,2,5,5
3.61,0.88,0.69,0.96,0.92,0.77,0,3,1,300,2,1,0,3,2,2,3,2,3,4,5,1,1,2,3,3,2,4,1,1,4,2,4,3,4,3,3,1,2,3,4,2,2,3,3,4,5,1,1,2,3,2,4,2,1,3,1,3
2.79,0.89,0.79,0.89,0.89,0.79,0,2,1,300,3,0,2,5,5,1,4,4,2,4,2,5,2,4,3,2,4,3,3,2,2,4,3,5,5,4,2,2,3,2,2,3,3,3,2,4,2,5,2,4,3,5,2,1,3,2,5,4
3.43,0.7,0.8,0.79,0.77,0.7,1,1,1,300,1,4,1,4,1,2,1,3,3,2,2,5,2,3,2,2,3,1,3,4,2,1,1,5,3,3,1,3,4,2,3,3,2,2,3,2,2,5,2,3,2,1,1,4,3,2,3,1
2.37,1.0,0.7,0.89,0.86,0.7,1,4,1,300,2,2,4,4,1,2,3,5,2,3,1,2,3,3,2,1,2,3,3,4,4,3,3,1,3,2,1,2,4,2,5,2,1,3,2,3,1,2,3,3,2,2,3,2,5,3,1,3
2.48,0.69,0.7,0.77,0.96,0.7,2,3,1,300,3,0,0,3,3,2,2,3,3,1,2,4,1,1,1,2,1,2,3,1,2,4,3,1,1,4,1,4,2,4,4,2,2,3,3,1,2,4,1,1,1,2,1,2,4,3,4,2
2.55,0.78,0.7,0.9,0.95,0.7,1,3,1,300,2,1,0,5,3,2,2,3,3,3,1,1,2,2,4,2,5,4,4,1,3,2,2,2,1,4,3,3,1,1,3,2,5,4,3,3,1,1,2,2,4,4,2,3,1,4,3,2
1.64,0.76,0.57,0.79,0.9,1.0,0,2,1,200,4,0,0,4,2,1,2,1,2,2,1,1,3,3,2,2,4,1,2,2,5,1,4,4,2,5,1,1,4,4,2,4,2,1,1,3,2,3,1,2,1,1,1,1,1,2,2,2
2.33,0.89,0.69,0.89,0.59,0.7,1,1,1,300,1,4,1,1,5,1,2,1,2,5,5,4,5,3,1,3,5,2,2,1,4,4,2,1,1,3,1,2,3,5,3,2,5,5,2,5,5,4,5,3,1,2,2,4,2,4,3,2
2.33,0.89,0.6,0.69,0.87,0.75,1,4,1,300,1,0,0,3,5,3,4,2,1,5,5,5,4,1,3,3,2,4,5,2,3,5,3,2,3,4,5,3,1,3,2,2,4,4,1,5,5,5,4,1,3,5,2,4,2,2,3,4
3.48,0.99,0.77,1.0,0.85,0.89,1,2,0,300,2,1,2,3,5,2,2,1,5,1,2,1,2,5,1,1,2,4,2,2,3,2,3,2,4,2,2,4,3,3,5,1,5,5,5,1,2,1,2,5,1,1,1,2,3,2,2,2
2.43,0.89,0.88,0.8,0.95,0.66,0,1,0,300,1,2,1,4,2,1,3,3,3,3,3,2,4,3,2,1,2,3,4,1,3,1,2,4,3,4,4,3,4,4,4,4,1,4,3,3,3,2,4,3,2,4,1,4,1,2,3,3
2.89,0.6,1.0,0.9,1.0,0.69,1,3,1,300,2,1,0,1,3,1,3,1,2,3,3,4,3,2,3,2,1,3,3,3,1,1,2,5,3,3,3,2,1,3,3,4,3,2,2,3,3,4,3,2,3,4,2,3,2,5,4,3
2.78,0.77,0.81,0.81,0.72,0.7,1,2,0,200,2,1,0,2,2,2,4,5,4,1,3,3,3,4,5,3,4,1,5,2,5,3,4,5,4,5,4,3,2,4,4,4,3,3,4,4,4,5,3,5,1,2,3,3,2,3,3,3
2.41,0.9,0.68,0.7,0.88,0.69,0,0,0,300,1,4,1,3,3,1,3,3,3,3,3,3,5,2,2,2,5,2,4,5,5,3,1,4,4,4,3,3,3,3,2,3,3,4,3,3,3,3,5,2,2,4,2,2,2,5,5,3
3.08,0.6,0.8,0.9,0.98,0.78,2,4,1,200,2,1,2,3,3,1,1,2,4,4,5,1,1,1,3,5,1,3,4,2,4,4,4,3,3,2,5,5,4,4,1,3,2,1,4,4,5,1,1,1,3,2,1,4,2,5,1,1
2.64,0.9,0.9,1.0,0.9,0.88,1,2,1,300,3,1,2,3,3,1,3,4,1,2,4,2,3,4,5,4,1,4,4,2,3,1,3,3,4,3,2,3,4,1,3,2,3,4,1,2,4,2,3,4,5,1,2,3,5,4,5,3
2.43,0.93,0.69,0.77,0.84,0.66,0,3,1,200,2,0,2,5,1,1,4,5,2,4,3,3,3,4,3,2,5,3,4,4,4,2,3,3,2,3,1,2,2,2,4,3,2,5,2,4,3,3,3,4,3,3,4,2,2,4,3,4
1.83,1.0,0.69,0.55,0.63,0.88,1,3,1,300,2,1,4,4,1,2,4,1,3,1,1,1,3,2,2,1,4,4,3,2,2,3,4,1,3,3,5,4,5,5,4,3,2,4,3,1,1,1,3,2,2,1,1,1,2,5,3,4
2.55,0.93,0.67,0.89,1.0,0.69,1,4,1,200,1,2,1,4,3,3,3,4,3,2,2,1,5,4,1,1,2,5,4,3,1,1,2,4,2,1,1,1,1,1,5,4,1,1,1,1,1,1,1,4,4,1,2,3,2,2,3,2
1.33,0.8,0.9,0.59,0.82,1.0,1,4,0,200,2,1,0,3,2,1,2,1,3,1,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,1,2,3,2,1,2,1,2,2,1,1,2,2,2,2,3,2,2,2,1,1,1,1
2.56,0.69,0.88,0.96,0.95,0.9,2,1,1,300,2,1,1,2,3,2,1,3,2,4,1,2,3,3,3,3,4,1,5,3,1,5,1,3,2,4,1,2,2,3,4,2,2,3,2,4,1,2,3,3,3,4,5,5,5,1,4,1
3.25,1.0,0.65,0.7,0.73,0.7,1,3,0,200,1,4,1,2,2,1,2,2,2,3,3,5,1,1,4,1,3,3,2,5,5,3,5,3,5,3,5,2,5,4,5,2,2,3,2,3,3,5,1,1,4,1,3,3,4,2,3,2
2.31,0.78,0.79,0.89,1.0,0.79,1,1,0,200,2,4,1,3,2,1,5,3,4,5,4,4,3,2,5,4,3,3,4,5,1,3,2,5,5,4,1,2,4,4,1,1,3,3,4,5,4,4,3,2,5,3,2,3,4,4,5,5
2.86,0.69,0.78,0.88,0.85,1.0,1,1,0,200,2,1,0,2,1,1,2,2,2,1,2,3,1,2,5,2,4,2,5,2,4,4,2,4,3,5,1,2,2,4,2,4,2,2,4,4,4,3,1,1,1,1,1,1,1,1,1,1
2.7,0.92,1.0,0.69,0.77,0.73,1,1,0,300,1,4,1,3,1,2,4,4,3,3,5,2,3,1,1,1,1,5,3,3,2,1,4,1,2,2,2,3,1,3,5,1,3,3,3,3,5,2,3,1,1,3,2,4,4,3,3,4
1.6,0.7,0.93,1.0,0.9,0.77,0,1,1,300,4,0,0,4,1,2,5,3,5,1,4,3,3,3,2,3,1,4,2,2,4,3,4,1,2,1,2,3,5,3,4,4,1,1,5,1,4,3,3,3,2,3,2,2,4,2,3,5
2.89,1.0,0.87,0.87,0.99,0.93,2,2,1,300,2,2,0,2,1,2,2,4,3,4,5,1,3,2,2,3,3,3,2,4,1,3,2,1,4,5,3,3,2,4,5,2,3,1,3,4,5,1,3,2,2,2,3,3,2,4,4,2
3.5,0.7,0.89,0.69,0.87,0.98,1,1,0,300,1,2,1,1,3,1,2,1,4,5,1,3,2,1,3,5,2,1,2,3,3,3,5,5,3,3,3,4,1,1,1,3,4,1,4,5,1,3,2,1,3,4,2,1,3,5,1,2
2.94,0.72,1.0,0.7,0.97,0.6,1,2,1,300,1,0,0,2,3,2,3,3,1,4,2,4,3,2,3,4,3,1,2,3,5,3,2,3,4,3,4,3,4,2,4,3,1,4,1,4,2,4,3,2,3,3,5,1,2,4,2,3
2.61,0.6,0.93,0.79,0.98,0.69,1,0,0,300,2,0,1,3,1,3,1,3,2,4,2,2,4,4,1,4,3,2,2,4,3,4,1,5,5,4,3,2,4,4,4,5,3,4,2,4,2,2,4,4,1,1,3,3,3,3,1,1
2.59,1.0,0.7,0.79,0.85,0.7,1,3,0,300,1,4,0,4,2,1,5,5,3,2,4,2,2,1,3,5,2,5,4,2,4,2,2,5,5,3,2,4,3,2,2,1,3,3,3,2,4,2,2,1,3,4,4,4,1,5,1,5
2.45,0.96,0.9,0.93,0.75,0.9,0,1,0,300,3,1,0,3,3,2,3,3,2,3,2,3,2,1,2,4,1,2,1,4,4,4,1,3,3,3,2,1,2,4,3,2,5,3,2,3,2,3,2,1,2,5,1,2,2,4,4,3
3.11,0.59,0.93,0.6,0.87,0.91,1,1,1,300,2,2,0,4,3,2,3,4,1,4,4,3,4,3,4,3,3,2,4,4,5,4,1,5,4,4,3,4,2,3,2,2,2,3,1,4,4,3,4,3,4,3,3,4,2,2,3,3
0.93,0.9,0.96,0.7,0.91,0.87,1,3,1,200,3,1,2,4,0,2,4,3,4,4,2,1,2,5,2,3,1,2,3,2,3,2,3,4,3,2,3,3,1,2,2,2,3,1,2,3,2,3,1,2,1,2,3,1,2,3,4,2
2.48,0.55,0.7,0.59,0.88,0.89,1,0,1,300,1,3,0,4,1,2,3,2,4,4,3,3,1,4,1,3,3,4,1,3,3,3,1,3,3,5,1,2,5,3,1,3,4,3,4,4,3,3,1,4,1,3,3,3,1,4,1,3
2.91,0.78,0.79,0.72,0.94,0.9,1,1,1,300,2,1,1,2,1,0,4,2,3,2,5,2,2,3,5,4,3,1,3,2,2,1,3,3,2,4,2,2,2,4,2,4,3,3,3,2,5,2,2,3,5,3,3,3,5,5,4,4
3.35,0.92,0.69,0.69,0.55,0.87,0,1,0,300,3,1,0,3,2,2,3,2,2,2,3,4,4,2,2,3,3,3,2,1,2,3,5,1,3,1,3,1,4,4,4,1,5,1,2,2,3,4,4,2,2,2,1,3,2,3,2,3
2.17,0.9,0.8,0.9,0.95,0.84,2,1,1,200,2,1,2,3,1,2,2,2,5,4,4,5,3,1,4,4,3,1,2,2,2,4,2,2,3,1,4,1,3,3,5,3,2,1,5,4,4,5,3,1,4,3,2,4,2,2,4,2
2.55,0.68,0.72,0.72,0.83,0.96,2,1,0,200,2,3,0,2,3,2,3,5,3,1,3,3,3,3,5,3,4,2,5,2,4,3,4,4,5,4,3,4,4,4,3,4,4,5,4,4,4,4,2,3,2,1,2,2,2,2,2,2
2.74,0.66,0.89,0.6,0.86,0.69,2,3,0,300,1,4,0,4,1,2,1,1,2,1,2,3,2,3,2,2,1,5,3,3,3,2,1,3,2,5,2,2,1,1,2,1,5,1,2,1,2,3,2,3,2,3,2,1,4,1,2,1
3.24,0.85,1.0,0.92,0.92,0.69,1,0,1,300,2,4,0,4,1,1,1,2,2,3,4,1,3,2,3,3,4,4,2,2,2,2,1,5,1,3,1,3,3,2,5,3,2,3,2,3,4,1,3,2,3,4,4,5,2,2,5,1
3.2,0.91,0.79,1.0,0.99,0.6,1,2,0,300,3,0,0,3,1,2,4,3,2,3,2,3,2,2,2,3,1,3,1,5,5,2,4,4,3,4,1,3,4,1,3,4,3,3,2,3,2,3,2,2,2,3,3,2,2,3,5,4
2.54,0.93,0.69,0.99,1.0,0.77,1,3,0,300,1,4,2,4,5,1,3,1,2,3,4,2,3,3,3,3,5,5,2,1,1,2,2,2,4,1,4,2,2,2,3,1,2,2,2,3,4,2,3,3,3,4,3,1,4,1,4,3
2.52,0.89,0.78,1.0,0.94,1.0,0,1,1,200,2,1,1,5,2,0,4,5,1,3,5,4,3,3,5,3,4,4,3,2,4,5,5,1,5,2,4,5,2,5,5,2,3,3,1,3,5,4,3,3,5,2,3,3,2,3,4,4
2.86,0.66,0.8,0.78,0.99,0.85,2,3,0,200,2,1,1,3,0,2,3,3,4,2,1,2,3,1,3,2,1,2,4,4,1,2,4,4,3,3,5,3,3,2,2,4,5,3,4,2,1,2,3,1,3,4,4,3,4,2,4,3
2.69,0.8,0.5,0.9,0.93,0.7,0,3,1,200,1,3,1,1,3,3,5,4,2,2,3,1,2,1,3,2,2,4,2,3,3,5,3,4,2,3,1,3,5,2,1,2,3,4,3,2,1,2,1,1,1,1,1,1,2,4,1,1
2.87,0.67,0.7,0.85,0.64,0.96,1,3,1,300,1,2,1,2,3,1,2,2,4,2,2,4,1,4,3,2,3,2,3,3,2,3,4,3,4,4,3,3,4,1,4,2,2,3,4,2,2,4,1,4,3,5,4,3,4,2,5,2
3.04,1.0,0.6,0.89,0.64,0.92,1,3,0,300,1,3,0,1,0,2,4,2,1,4,2,4,2,4,3,3,4,5,1,3,2,3,5,3,4,3,1,1,1,2,4,2,2,5,1,4,2,4,2,4,3,2,3,4,2,4,3,4
3.26,0.69,0.89,0.69,0.92,0.89,2,0,0,300,1,4,0,5,2,0,5,1,5,1,4,4,3,3,1,5,4,3,4,3,5,3,2,3,2,2,3,2,2,3,1,3,2,4,5,1,4,4,3,3,1,1,4,4,4,4,4,5
2.83,0.8,0.8,0.89,0.55,0.93,1,4,1,300,2,2,0,2,1,2,2,2,3,3,3,1,1,3,2,3,1,2,2,2,4,4,4,4,4,4,4,2,2,1,1,4,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2
1.74,0.79,0.9,0.91,0.74,0.79,2,3,0,300,1,4,0,2,1,2,4,5,2,3,3,3,2,1,4,3,1,1,4,4,2,1,2,5,4,2,1,2,2,3,3,2,4,4,2,3,3,3,2,1,4,2,3,1,3,2,4,4
2.91,0.89,0.9,0.89,1.0,0.72,1,0,0,300,2,0,0,2,3,2,4,1,2,2,3,2,1,5,2,3,3,4,3,3,2,3,1,3,5,3,4,1,5,3,1,3,4,2,2,2,3,2,1,5,2,2,1,3,2,4,2,4
2.36,0.64,0.85,0.79,0.96,0.59,1,1,0,300,1,4,2,1,1,1,3,2,3,4,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,4,3,4,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3
3.19,0.69,0.95,0.69,1.0,0.69,2,0,1,200,3,1,1,3,3,2,1,2,2,1,5,1,2,3,3,2,4,1,3,3,2,5,3,3,2,1,1,4,2,3,2,1,4,1,2,1,5,1,2,3,3,4,4,3,3,4,5,1
2.39,0.99,0.7,0.69,0.96,0.92,2,1,0,300,2,1,0,2,1,1,3,1,1,3,5,5,3,4,4,2,2,4,1,2,3,1,5,2,3,3,3,3,1,2,2,2,5,3,1,3,5,5,3,4,4,2,2,5,1,2,1,3
3.31,0.6,0.6,0.92,0.85,0.79,2,3,0,300,1,2,0,2,1,2,1,1,3,4,2,1,3,2,4,3,4,3,2,2,3,2,4,2,3,3,3,5,1,3,3,2,5,2,3,4,2,1,3,2,4,4,4,1,3,4,3,1
2.34,1.0,0.99,0.7,0.66,1.0,1,1,1,300,4,0,1,3,3,2,4,5,3,4,4,5,5,2,3,4,3,4,2,2,3,2,5,1,1,2,2,5,2,5,3,5,1,4,3,4,4,5,5,2,3,4,5,4,1,3,3,4
3.09,0.78,1.0,0.57,0.82,0.9,0,1,0,300,1,2,1,4,1,3,3,2,4,3,2,4,2,2,3,5,2,2,2,2,2,1,2,3,2,4,3,4,2,3,1,4,3,1,4,3,2,4,2,2,3,4,1,3,3,3,2,3
1.95,0.79,0.9,0.89,0.96,0.6,0,0,1,300,3,0,0,4,0,0,2,2,1,3,1,2,3,1,2,1,3,4,2,2,4,3,2,3,3,5,2,4,3,2,4,4,3,3,1,3,1,2,3,1,2,3,2,2,3,3,3,2
2.52,0.88,0.72,0.69,1.0,0.96,1,1,1,200,3,0,0,2,5,1,3,3,2,3,2,1,1,3,2,2,2,1,4,4,3,2,2,3,1,3,2,1,2,1,1,2,2,1,2,3,2,1,1,3,2,3,3,4,3,4,3,3
3.11,0.9,0.89,0.9,0.82,0.88,1,1,0,300,2,2,2,2,5,1,4,2,2,2,4,1,3,4,3,1,3,4,4,2,1,3,5,4,3,2,5,1,4,3,1,4,1,4,2,2,4,1,3,4,3,3,4,5,4,3,5,4
2.76,0.79,1.0,0.8,0.8,0.91,1,1,1,300,1,0,0,5,1,1,4,3,3,4,2,4,4,2,3,2,1,4,2,1,3,1,5,1,3,2,3,3,2,2,1,5,1,4,3,4,2,4,4,2,3,2,4,4,1,3,5,4
