GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,Year_study,Gender_Female,Gender_Male,Programme_ENT,Programme_Nursing,RISK_LABEL
2.4,0.89,0.78,1.0,0.86,0.79,3,2,2,5,4,3,4,2,1,1,3,5,3,1,1,4,1,1,1,4,4,3,1,3,3,2,1,2,1,1,5,4,3,5,5,1,1,1,1,1,1,4,1,1,1,1,3,5,5,4,2,1,0,0,1,Low Risk
3.07,0.64,0.78,0.55,1.0,0.57,3,5,3,3,3,2,2,3,2,2,1,1,2,2,2,2,3,2,2,1,1,2,3,3,3,2,2,1,1,2,4,2,2,2,1,2,2,2,1,1,1,2,1,3,3,2,2,1,1,3,2,1,0,0,1,Low Risk
1.88,0.87,0.79,0.7,0.98,0.9,2,3,2,5,3,1,2,4,3,2,4,2,3,3,2,4,3,2,1,2,5,1,3,3,3,5,3,3,4,4,1,3,3,4,2,3,4,2,3,3,2,4,3,3,2,1,1,4,2,3,2,0,1,0,1,Low Risk
2.85,0.9,0.69,1.0,0.85,1.0,3,3,4,2,1,4,4,2,4,2,2,3,4,1,2,1,3,1,3,3,4,2,3,3,4,2,1,3,4,2,3,3,2,5,5,3,2,3,4,1,2,1,3,2,3,4,2,2,3,4,3,1,0,0,1,Moderate Risk
2.93,1.0,0.99,0.7,0.94,0.69,3,1,4,1,1,1,2,3,3,3,3,4,3,1,5,4,2,1,4,3,1,5,5,2,2,1,4,3,3,3,2,2,2,2,3,4,3,4,3,1,5,4,2,4,1,5,3,5,3,3,2,1,0,0,1,Low Risk
1.64,0.76,0.57,0.79,0.9,1.0,1,3,5,1,1,4,3,2,2,1,2,2,1,1,3,3,2,2,4,1,2,2,5,1,4,4,2,5,1,1,4,4,2,4,2,1,1,3,2,3,1,2,1,1,1,1,1,2,2,2,2,0,1,0,1,Moderate Risk
2.81,0.91,0.91,0.9,0.97,0.6,1,1,4,1,2,3,2,2,3,4,4,1,1,5,3,2,2,2,2,4,4,4,5,4,5,3,5,3,2,3,4,1,4,2,1,2,4,1,1,5,3,2,2,1,1,4,5,4,2,3,3,1,0,0,1,Low Risk
3.02,0.69,0.66,0.84,0.92,0.89,2,2,4,1,1,4,4,2,4,3,4,2,3,3,3,5,3,4,2,1,4,4,1,3,3,4,1,5,3,4,3,3,2,2,3,5,4,2,3,3,3,5,3,1,1,2,1,5,3,4,3,1,0,0,1,High Risk
3.54,0.9,0.79,0.79,0.84,0.7,2,2,2,4,3,2,2,2,3,2,3,2,2,1,3,2,2,5,2,4,5,4,3,3,3,5,5,5,1,3,2,3,3,5,1,5,3,2,2,1,3,2,2,4,2,5,2,1,3,3,3,0,1,0,1,Low Risk
2.32,0.79,0.9,0.7,0.97,0.69,2,4,4,1,3,3,2,4,3,2,2,5,2,2,2,4,3,2,3,5,4,1,3,3,2,5,4,2,5,2,2,2,1,2,5,5,2,5,2,2,2,4,3,5,5,4,3,2,4,3,3,0,1,0,1,Low Risk
2.94,0.78,0.89,0.7,0.95,0.7,2,3,3,2,1,2,1,2,5,2,3,2,5,4,4,5,2,2,2,1,3,4,3,3,5,1,5,3,3,5,1,1,4,3,4,1,3,2,5,4,4,5,2,4,3,3,3,2,4,5,3,0,1,0,1,High Risk
2.65,0.7,0.89,1.0,0.96,0.69,2,4,4,1,2,4,2,3,3,3,4,5,2,4,3,3,4,2,4,5,1,2,2,3,1,3,3,3,2,2,2,3,3,4,3,2,4,5,2,4,3,3,4,3,4,2,3,2,3,3,2,0,1,0,1,Low Risk
3.11,0.7,0.87,0.9,0.9,0.8,2,3,4,1,2,2,6,3,3,1,2,4,5,1,2,4,3,3,3,1,2,5,3,2,3,2,4,4,4,2,4,3,1,3,5,2,2,4,5,1,2,4,3,1,4,5,4,2,3,3,3,1,0,0,1,High Risk
2.76,0.68,0.84,0.96,0.84,0.69,2,4,5,1,2,5,2,3,4,4,2,2,3,3,2,1,1,1,1,2,2,4,5,3,3,3,2,4,2,2,2,3,2,2,3,2,2,2,3,3,2,1,1,2,4,4,2,2,4,4,3,0,1,0,1,High Risk
1.48,0.95,0.89,0.77,1.0,0.89,1,1,3,2,1,4,2,2,1,1,1,1,1,1,1,1,3,2,4,1,3,1,3,2,2,5,3,5,1,1,4,3,4,3,4,1,4,2,3,3,2,3,1,1,1,1,2,1,2,3,2,1,0,0,1,High Risk
2.5,0.89,0.7,1.0,0.94,0.6,2,5,4,1,2,3,4,3,4,2,2,3,4,3,3,3,4,2,3,3,3,3,1,3,1,2,4,5,3,4,2,1,3,3,4,2,2,3,4,3,3,3,4,1,3,2,4,5,3,4,3,0,1,0,1,Low Risk
2.0,0.7,0.79,0.6,1.0,0.9,2,3,3,3,2,2,2,1,2,4,2,1,3,2,5,3,1,2,1,5,4,3,5,3,2,3,3,2,4,2,1,1,4,3,2,3,2,1,3,2,5,3,1,2,3,2,1,1,5,2,3,1,0,0,1,Moderate Risk
2.5,0.79,0.78,0.7,0.86,0.69,3,2,3,3,3,3,2,2,4,2,3,3,3,3,2,3,3,4,2,4,3,2,4,2,3,5,4,2,3,1,3,4,3,4,3,5,3,3,3,3,2,3,3,3,1,4,2,2,3,4,3,1,0,0,1,Moderate Risk
2.46,0.79,0.6,0.92,1.0,0.84,3,2,3,2,1,3,4,2,1,1,3,3,1,3,3,4,1,2,3,3,1,1,2,4,3,1,3,4,4,1,4,2,3,3,1,5,3,3,1,3,3,4,1,3,4,1,2,5,4,1,3,0,1,0,1,High Risk
3.28,0.9,0.73,0.72,1.0,0.96,2,2,5,1,1,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,2,3,2,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,1,0,1,Low Risk
3.38,0.69,0.53,0.77,0.66,0.69,2,4,2,3,2,4,2,3,2,3,2,3,1,5,3,3,2,2,3,4,2,5,5,5,5,1,2,5,4,2,4,4,2,3,4,2,2,3,1,5,3,3,2,2,1,1,2,2,1,2,2,0,1,0,1,Low Risk
2.76,1.0,0.69,1.0,0.78,0.79,3,3,3,5,2,2,4,3,2,3,1,2,5,2,3,3,3,2,1,2,2,1,2,3,3,3,2,3,1,1,4,4,3,3,2,2,1,2,5,2,3,3,3,2,1,5,4,4,3,2,3,1,0,0,1,Low Risk
1.95,1.0,0.78,0.7,1.0,0.89,2,4,3,2,1,2,2,3,2,5,1,1,3,4,4,3,4,4,2,4,2,3,5,5,1,3,4,3,3,3,3,3,4,5,2,5,1,1,3,4,4,3,4,3,4,2,3,4,5,2,3,1,0,0,1,Low Risk
1.74,1.0,0.93,0.79,0.85,0.91,3,4,5,1,2,5,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,5,5,5,5,1,5,5,2,1,4,5,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,0,0,1,High Risk
3.24,0.79,0.79,0.6,0.93,1.0,2,3,2,3,1,2,2,2,3,5,4,2,3,2,2,3,3,2,3,5,4,3,1,1,4,4,4,3,3,2,4,5,4,1,3,3,4,2,3,2,2,3,3,2,1,2,4,2,2,3,3,1,0,0,1,Moderate Risk
1.83,1.0,0.89,0.92,1.0,0.59,3,2,2,3,4,2,3,3,1,2,4,3,2,2,2,4,2,1,3,3,5,2,3,2,1,4,4,5,1,4,5,1,2,4,2,5,4,3,2,2,2,4,2,2,3,2,1,4,1,1,3,1,0,0,1,Moderate Risk
2.91,0.78,0.79,0.72,0.94,0.9,2,2,3,2,2,2,2,1,4,2,3,2,5,2,2,3,5,4,3,1,3,2,2,1,3,3,2,4,2,2,2,4,2,4,3,3,3,2,5,2,2,3,5,3,3,3,5,5,4,4,3,0,1,0,1,Low Risk
1.94,0.89,0.78,1.0,0.91,0.79,1,4,5,1,2,4,6,2,2,5,2,3,4,4,4,2,4,5,3,5,2,5,2,3,5,3,2,1,3,2,1,2,3,2,5,5,2,3,4,4,4,2,4,3,1,3,5,3,4,2,3,0,1,0,1,High Risk
2.81,0.89,0.73,0.71,0.56,0.89,2,3,1,3,2,5,1,1,5,5,3,4,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,0,1,0,1,High Risk
3.74,0.79,0.91,0.78,0.77,0.89,2,3,2,5,1,3,6,4,5,4,2,3,2,2,2,4,3,2,4,4,4,2,4,3,4,3,2,2,2,3,2,4,4,4,5,2,2,3,2,2,2,4,3,2,3,3,3,2,1,5,3,0,1,0,1,Low Risk
3.26,0.69,0.89,0.69,0.92,0.89,3,1,2,5,1,5,3,1,5,1,5,1,4,4,3,3,1,5,4,3,4,3,5,3,2,3,2,2,3,2,2,3,1,3,2,4,5,1,4,4,3,3,1,1,4,4,4,4,4,5,3,1,0,0,1,High Risk
3.02,0.77,1.0,0.69,0.83,0.9,2,2,5,1,1,1,4,1,3,3,4,3,5,3,2,1,2,2,3,4,2,4,5,5,1,3,3,3,2,1,4,2,3,4,3,1,4,3,5,3,2,1,2,3,2,2,3,1,2,3,3,1,0,0,1,High Risk
2.44,0.9,0.7,0.69,0.92,0.92,3,3,2,5,3,2,4,4,3,2,4,1,1,4,2,3,4,4,2,2,1,2,2,4,2,2,2,1,4,3,4,2,1,1,2,3,4,1,1,4,2,3,4,2,3,4,3,1,4,3,3,1,0,0,1,High Risk
3.17,0.89,0.64,0.79,1.0,0.79,3,3,3,2,2,2,2,2,5,4,3,5,3,4,4,2,3,4,4,1,5,3,4,2,4,2,3,3,3,3,1,4,4,4,4,4,3,5,3,4,4,2,3,2,3,3,2,3,1,5,2,1,0,0,1,Low Risk
0.93,0.9,0.96,0.7,0.91,0.87,2,4,4,2,3,4,1,3,4,3,4,4,2,1,2,5,2,3,1,2,3,2,3,2,3,4,3,2,3,3,1,2,2,2,3,1,2,3,2,3,1,2,1,2,3,1,2,3,4,2,2,0,1,0,1,High Risk
3.08,0.6,0.8,0.9,0.98,0.78,3,5,3,2,3,3,4,2,1,2,4,4,5,1,1,1,3,5,1,3,4,2,4,4,4,3,3,2,5,5,4,4,1,3,2,1,4,4,5,1,1,1,3,2,1,4,2,5,1,1,2,0,1,0,1,Low Risk
2.89,1.0,0.77,0.79,0.78,0.73,2,3,5,1,4,4,4,3,2,5,2,1,2,3,2,1,4,5,2,1,3,4,5,2,1,4,5,3,5,3,5,4,1,4,1,3,2,1,2,3,2,1,4,1,2,1,1,4,3,2,3,0,1,0,1,High Risk
3.14,0.78,0.79,0.89,0.74,0.59,2,4,2,5,1,1,6,2,4,5,2,2,3,5,2,1,4,2,4,3,2,2,5,5,4,2,2,2,5,3,3,2,2,3,1,2,2,2,3,5,2,1,4,1,3,4,3,4,3,4,3,1,0,0,1,High Risk
1.12,0.6,0.7,1.0,0.93,0.78,3,2,2,1,1,3,2,2,1,3,5,2,4,2,3,4,4,1,4,2,5,3,2,3,2,3,1,4,4,4,3,3,4,5,3,4,5,2,4,2,3,4,4,4,2,3,3,3,2,1,2,1,0,0,1,High Risk
2.56,0.8,0.69,0.89,0.9,0.55,3,3,4,1,1,3,2,1,3,4,1,5,3,4,4,1,5,4,4,5,3,3,4,2,1,3,1,3,4,3,1,4,3,1,3,2,1,5,3,4,4,1,5,3,3,2,2,1,5,3,3,0,1,0,1,Moderate Risk
2.11,0.8,0.7,0.93,0.95,0.69,3,4,2,3,3,3,3,2,2,2,1,1,2,2,2,3,2,2,3,2,3,2,4,4,4,5,4,4,4,3,4,3,2,2,4,2,2,2,2,2,1,2,1,1,1,2,1,1,2,1,3,1,0,0,1,High Risk
3.24,0.7,0.64,1.0,0.88,0.87,3,2,3,3,1,2,6,2,5,5,1,3,5,4,4,1,2,2,3,1,1,2,1,4,3,1,2,4,4,4,3,3,3,3,3,3,1,3,5,4,4,1,2,5,5,5,3,4,2,5,2,1,0,0,1,Low Risk
2.43,0.9,0.55,0.95,0.78,1.0,1,4,2,3,1,4,4,2,2,3,4,4,2,3,4,3,3,4,4,2,3,2,1,1,2,3,3,3,5,4,5,2,3,2,3,5,4,4,2,3,4,3,3,3,3,2,3,3,4,2,3,1,0,0,1,High Risk
2.89,0.69,0.79,0.7,0.8,0.84,1,5,4,2,1,5,2,2,2,3,3,1,3,2,3,1,2,1,4,4,1,2,5,2,4,2,4,2,3,2,4,4,2,2,1,4,3,1,3,2,3,1,2,3,2,4,4,1,1,2,3,1,0,0,1,Low Risk
2.75,1.0,0.7,0.89,1.0,1.0,2,2,3,1,1,3,4,3,2,2,2,3,3,2,2,3,5,2,1,2,3,2,1,2,5,3,2,3,2,1,2,1,3,1,3,4,2,3,3,2,2,3,5,1,1,1,2,3,3,2,2,1,0,0,1,High Risk
3.17,0.6,0.6,0.69,0.9,0.7,2,2,3,5,1,3,4,3,5,5,2,2,2,4,2,4,4,2,3,1,4,4,1,2,3,2,5,3,3,4,5,1,1,3,2,4,2,2,2,4,2,4,4,3,1,1,2,5,3,5,3,1,0,0,1,Low Risk
1.91,0.93,0.69,0.99,1.0,0.77,2,4,2,5,3,4,6,2,3,1,2,3,4,2,3,3,3,3,5,5,2,1,1,2,2,2,4,1,4,2,2,2,3,1,2,2,2,3,4,2,3,3,3,4,3,1,4,1,4,3,3,1,0,0,1,Moderate Risk
3.05,0.83,0.89,0.87,0.86,0.89,3,2,3,3,1,3,2,3,3,2,4,4,2,3,2,3,3,3,2,3,3,3,4,2,3,4,2,4,2,4,2,3,5,4,3,3,4,2,2,2,2,4,2,2,1,2,2,2,2,2,2,1,0,0,1,Low Risk
3.04,1.0,0.6,0.89,0.64,0.92,2,4,2,4,1,1,1,3,4,2,1,4,2,4,2,4,3,3,4,5,1,3,2,3,5,3,4,3,1,1,1,2,4,2,2,5,1,4,2,4,2,4,3,2,3,4,2,4,3,4,3,1,0,0,1,Low Risk
2.89,0.79,0.78,0.66,0.96,1.0,2,2,3,2,1,4,1,3,4,1,2,2,2,4,3,1,3,3,3,1,3,2,1,5,3,2,2,2,4,2,3,2,4,4,3,3,2,2,2,4,3,1,3,4,2,1,2,3,3,4,3,1,0,0,1,Low Risk
2.54,0.92,0.6,0.67,0.87,0.93,2,2,4,1,3,1,3,4,3,1,5,3,3,5,2,1,2,4,3,1,4,4,5,3,1,2,1,4,4,3,3,1,1,1,4,5,5,3,3,5,2,1,2,4,1,1,2,4,4,3,3,1,0,0,1,Moderate Risk
3.17,0.92,0.69,0.7,0.81,0.69,2,2,5,1,1,4,4,2,1,2,2,4,1,1,2,2,1,4,4,5,2,4,3,5,4,3,2,1,2,3,4,3,3,4,2,5,2,4,1,1,2,2,1,3,2,5,3,2,3,1,3,1,0,0,1,Low Risk
3.74,0.78,0.8,0.7,0.68,0.79,2,4,3,2,1,3,6,4,3,3,3,3,3,3,3,3,3,2,3,2,3,2,5,4,4,5,4,4,2,2,5,1,3,5,5,3,4,3,3,4,3,5,3,3,3,3,3,3,3,2,2,0,1,0,1,Low Risk
2.14,0.69,1.0,0.69,0.91,0.99,3,4,4,1,1,3,3,3,3,3,5,1,1,3,5,5,1,1,2,2,1,2,4,3,2,1,3,2,1,4,4,1,4,4,5,1,5,1,1,3,5,5,1,1,5,3,1,2,5,3,2,0,1,0,1,High Risk
1.95,0.79,1.0,0.78,0.73,0.93,2,2,3,3,2,2,6,1,4,3,3,3,2,1,3,1,3,2,4,3,1,4,1,1,5,2,4,1,4,5,3,2,3,2,3,4,3,3,2,1,3,1,3,3,3,2,5,5,4,4,3,1,0,0,1,Low Risk
3.26,0.89,0.79,0.79,0.98,0.79,2,3,3,2,4,4,2,2,2,3,3,1,1,1,5,2,3,3,3,3,2,3,5,4,3,3,1,1,3,1,3,2,1,4,1,2,3,1,1,1,5,2,3,1,3,5,1,3,3,2,3,1,0,0,1,Low Risk
1.67,1.0,0.99,0.93,0.6,0.91,2,2,4,1,1,4,2,3,1,2,3,3,4,2,2,3,1,4,1,2,2,2,1,4,2,1,1,1,1,3,1,3,2,4,5,2,3,3,4,2,2,3,1,2,3,3,4,3,2,1,3,1,0,0,1,Low Risk
2.55,0.78,0.7,0.9,0.95,0.7,2,4,3,2,1,5,4,3,2,3,3,3,1,1,2,2,4,2,5,4,4,1,3,2,2,2,1,4,3,3,1,1,3,2,5,4,3,3,1,1,2,2,4,4,2,3,1,4,3,2,3,0,1,0,1,Moderate Risk
3.15,0.7,0.79,0.91,0.85,0.7,2,4,5,1,2,1,4,3,2,4,1,4,3,3,4,5,3,1,4,2,2,2,3,1,2,2,3,5,1,1,2,5,5,4,2,5,1,4,3,3,4,5,3,2,3,3,2,3,4,2,2,0,1,0,1,Low Risk
2.52,0.89,0.89,0.89,0.91,0.87,3,4,2,5,1,2,6,1,5,2,4,2,2,2,4,3,5,4,5,3,1,1,3,4,5,1,5,1,2,3,3,5,1,5,1,2,4,2,2,2,4,3,5,4,2,1,4,3,3,5,3,0,1,0,1,Low Risk
2.56,0.69,0.88,0.96,0.95,0.9,3,2,3,2,2,2,4,3,1,3,2,4,1,2,3,3,3,3,4,1,5,3,1,5,1,3,2,4,1,2,2,3,4,2,2,3,2,4,1,2,3,3,3,4,5,5,5,1,4,1,3,0,1,0,1,Moderate Risk
3.33,0.6,0.64,0.64,0.77,0.79,3,4,2,1,2,2,3,4,5,5,5,3,4,3,3,4,5,4,5,2,3,2,2,5,4,2,2,1,2,2,2,5,3,4,5,5,5,5,4,4,2,4,1,2,4,3,2,3,3,2,2,1,0,0,1,Moderate Risk
2.97,0.93,0.66,0.66,0.52,0.92,2,2,4,2,1,3,4,2,4,5,3,1,2,2,2,3,5,2,4,1,5,2,4,4,4,4,4,4,1,3,4,4,2,4,3,4,4,3,4,4,2,3,2,1,2,2,2,2,2,2,2,1,0,0,1,Moderate Risk
3.04,0.89,0.76,0.69,0.76,0.7,3,5,2,5,1,2,2,2,4,4,5,3,2,2,1,3,3,4,2,1,3,4,4,4,3,4,4,5,2,1,3,2,4,2,5,2,5,3,2,2,1,3,3,1,4,4,1,1,1,4,2,0,1,0,1,Low Risk
2.88,0.79,0.64,0.99,1.0,1.0,2,3,2,5,1,4,4,4,3,5,2,5,5,3,3,1,4,2,1,2,5,3,4,1,1,3,1,5,4,4,3,3,1,4,2,1,2,5,5,3,3,1,4,1,2,2,2,3,2,3,2,1,0,0,1,Moderate Risk
3.04,0.84,0.7,0.79,0.92,0.7,3,2,3,2,4,3,6,2,4,2,4,2,2,1,3,1,3,4,2,1,4,5,1,4,3,4,4,3,3,4,5,1,1,3,2,4,4,2,2,1,3,1,3,5,3,3,1,1,4,4,3,0,1,0,1,Moderate Risk
2.39,0.75,0.78,0.88,0.88,0.93,2,2,5,1,1,5,2,2,4,4,5,1,3,4,4,1,2,4,1,4,3,4,2,3,3,3,2,5,4,2,3,2,3,4,2,3,5,1,3,4,4,1,2,3,3,2,5,3,2,4,3,1,0,0,1,High Risk
2.0,0.78,0.73,1.0,0.93,1.0,2,5,4,2,1,2,6,4,3,4,3,3,5,4,2,3,3,4,1,3,4,4,2,4,2,3,2,4,3,4,3,3,2,5,5,3,3,3,5,4,2,3,3,2,5,3,5,1,4,3,3,0,1,0,1,Low Risk
3.19,0.69,0.6,0.79,0.96,0.79,2,4,3,1,2,2,2,2,3,3,2,1,3,5,1,2,1,1,3,3,2,4,4,4,1,4,3,5,5,2,3,4,5,4,3,5,2,1,3,5,1,2,1,4,2,4,3,1,4,3,3,1,0,0,1,Low Risk
3.0,0.7,0.77,0.6,0.86,0.69,2,3,4,2,1,1,4,1,3,3,4,2,3,2,2,4,3,2,4,5,4,3,3,3,2,2,1,3,2,3,3,4,4,3,3,2,4,2,3,2,2,4,3,3,4,1,5,4,1,3,2,1,0,0,1,High Risk
1.76,0.79,0.77,0.87,0.71,0.89,2,2,2,1,2,4,2,1,2,3,4,4,4,5,3,4,4,4,3,1,3,3,4,3,3,2,1,2,4,1,2,2,4,5,2,3,4,4,4,5,3,4,4,1,1,1,3,3,1,2,3,1,0,0,1,Low Risk
3.02,0.78,0.8,0.7,0.84,1.0,2,5,3,2,1,2,2,2,3,2,2,4,3,3,5,1,4,2,5,2,2,4,3,2,1,2,3,3,4,5,3,3,4,5,1,4,2,4,3,3,5,1,4,2,3,1,4,5,4,3,2,0,1,0,1,Moderate Risk
3.27,0.9,0.89,0.79,0.97,0.79,3,1,3,3,1,3,6,3,4,2,4,2,4,3,2,3,5,3,2,4,2,3,3,2,4,2,3,1,4,2,2,4,3,5,5,4,4,2,4,3,2,3,5,1,4,2,1,3,4,4,3,1,0,0,1,Low Risk
2.05,0.68,0.85,0.89,0.89,0.9,2,4,2,3,3,3,3,3,2,1,3,2,2,2,3,4,1,2,1,2,2,3,2,1,3,4,3,5,5,4,2,1,4,4,3,1,3,2,2,2,3,4,1,2,3,1,2,5,3,2,3,1,0,0,1,High Risk
2.43,0.64,0.84,0.59,0.93,0.75,3,1,2,4,3,2,4,3,3,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,1,1,2,2,3,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,0,1,0,1,High Risk
2.85,1.0,0.84,0.79,0.74,0.69,2,2,2,5,1,3,1,3,2,5,4,2,2,2,3,4,1,3,3,3,4,2,4,3,4,3,4,2,5,3,3,5,4,5,1,3,4,2,2,2,3,4,1,1,2,4,2,2,3,2,2,1,0,0,1,Low Risk
1.98,0.96,0.87,1.0,0.87,0.79,2,2,2,5,3,4,2,3,1,3,4,5,1,1,5,4,1,4,5,1,2,2,1,4,4,2,3,1,3,4,3,3,2,5,5,4,4,5,1,1,5,4,1,3,5,4,5,1,3,1,3,1,0,0,1,Moderate Risk
3.28,0.99,0.72,0.98,0.98,0.84,2,2,4,1,2,4,2,2,5,4,3,3,3,3,1,3,4,3,5,2,2,1,2,1,4,2,3,4,5,3,5,4,3,4,2,5,3,3,3,3,1,3,4,2,1,4,4,3,1,5,3,1,0,0,1,Low Risk
3.43,0.7,0.8,0.79,0.77,0.7,2,2,2,5,2,4,2,3,1,3,3,2,2,5,2,3,2,2,3,1,3,4,2,1,1,5,3,3,1,3,4,2,3,3,2,2,3,2,2,5,2,3,2,1,1,4,3,2,3,1,3,0,1,0,1,Low Risk
2.96,0.7,0.88,0.88,0.88,0.7,2,3,2,1,1,2,2,3,2,4,3,3,1,2,3,5,2,3,4,4,4,2,2,1,3,3,3,2,1,4,2,1,1,1,4,1,3,3,1,2,3,5,2,2,3,1,2,4,4,2,2,0,1,0,1,Moderate Risk
2.09,0.77,0.87,0.7,0.79,0.9,1,2,2,1,1,3,2,3,3,3,2,1,1,4,3,3,4,5,3,2,3,1,3,2,1,2,4,4,4,3,5,3,2,2,4,2,2,1,1,4,3,3,4,4,4,3,4,5,1,3,3,1,0,0,1,Low Risk
3.11,0.9,0.89,0.9,0.82,0.88,2,2,3,3,3,2,6,2,4,2,2,2,4,1,3,4,3,1,3,4,4,2,1,3,5,4,3,2,5,1,4,3,1,4,1,4,2,2,4,1,3,4,3,3,4,5,4,3,5,4,3,1,0,0,1,Low Risk
2.41,0.88,0.85,0.91,0.96,0.69,2,2,5,1,1,4,2,3,3,5,2,4,4,2,3,3,3,2,2,1,3,2,5,5,4,3,3,3,4,3,4,2,4,1,2,2,2,4,4,2,3,3,3,4,2,2,4,1,4,3,3,1,0,0,1,Low Risk
3.25,0.69,0.7,0.6,0.9,0.69,2,3,2,3,4,1,2,1,2,4,2,4,4,2,3,5,2,3,3,3,2,2,2,1,4,1,2,5,2,4,4,3,5,4,3,4,2,4,4,2,3,5,2,4,3,3,4,4,1,2,3,0,1,0,1,Low Risk
2.64,0.88,0.78,0.79,0.91,0.66,2,4,3,3,1,5,2,3,1,1,3,1,5,4,1,2,4,3,3,2,2,3,3,3,2,2,2,4,2,4,4,1,1,3,4,1,3,1,5,4,1,2,4,4,2,3,4,3,1,1,3,0,1,0,1,Low Risk
3.61,0.88,0.69,0.96,0.92,0.77,1,4,3,2,1,3,3,3,3,2,3,4,5,1,1,2,3,3,2,4,1,1,4,2,4,3,4,3,3,1,2,3,4,2,2,3,3,4,5,1,1,2,3,2,4,2,1,3,1,3,3,0,1,0,1,Low Risk
2.81,1.0,0.7,0.77,0.87,0.79,1,3,3,3,1,4,2,2,1,3,3,1,2,1,1,2,4,2,3,2,2,3,2,3,5,4,2,2,3,3,3,1,1,4,5,4,3,1,2,1,1,2,4,4,2,5,5,2,4,1,3,1,0,0,1,Low Risk
3.69,0.6,0.79,1.0,1.0,0.69,3,2,4,1,1,3,6,4,3,1,2,3,1,4,3,3,1,1,1,4,1,2,1,3,4,2,2,3,4,4,3,2,4,5,5,1,2,3,1,4,3,3,1,1,2,1,3,5,4,3,3,1,0,0,1,Moderate Risk
2.67,0.8,0.69,0.69,0.59,0.59,2,2,3,2,2,2,2,2,3,1,5,1,2,1,5,5,3,3,3,4,1,2,3,1,1,3,4,3,1,4,2,4,3,4,5,2,5,1,2,1,5,5,3,1,1,4,2,5,4,3,3,0,1,0,1,Low Risk
2.94,0.77,0.87,0.91,0.85,1.0,3,3,3,2,1,4,2,3,1,1,4,2,1,2,3,4,4,2,3,5,2,4,2,2,5,3,5,1,1,4,2,2,2,2,3,1,4,2,1,2,3,4,4,2,4,2,3,4,3,1,3,1,0,0,1,Low Risk
2.53,0.8,0.92,0.8,0.86,0.67,2,3,3,3,1,3,2,2,2,2,2,2,2,4,4,2,4,2,4,4,4,2,1,2,2,3,4,2,1,2,2,3,4,4,4,3,4,2,3,2,2,2,2,1,2,1,2,1,1,2,3,1,0,0,1,High Risk
3.43,0.62,0.79,0.79,0.86,0.7,2,5,3,2,1,2,4,3,3,4,1,3,2,4,2,3,2,5,4,3,2,4,1,1,3,3,3,4,1,3,3,3,4,2,2,3,1,3,2,4,2,3,2,5,3,5,1,2,4,3,3,0,1,0,1,Low Risk
2.61,0.6,0.93,0.79,0.98,0.69,2,1,3,1,2,3,2,4,1,3,2,4,2,2,4,4,1,4,3,2,2,4,3,4,1,5,5,4,3,2,4,4,4,5,3,4,2,4,2,2,4,4,1,1,3,3,3,3,1,1,3,1,0,0,1,Low Risk
2.67,0.99,0.8,0.69,0.7,0.79,2,4,3,2,3,4,3,4,4,4,4,1,1,4,3,3,4,3,2,4,3,3,1,4,1,3,5,3,4,3,3,3,4,5,4,1,4,1,1,4,3,3,4,1,3,1,2,3,1,4,2,0,1,0,1,Moderate Risk
2.67,0.87,0.79,1.0,0.84,0.69,3,5,3,3,1,2,4,4,3,2,1,5,4,3,1,2,3,3,4,5,1,3,5,2,1,4,3,4,4,2,3,3,4,3,3,2,1,5,4,3,1,2,3,3,5,4,2,1,3,3,3,1,0,0,1,High Risk
2.43,0.89,0.88,0.8,0.95,0.66,1,2,2,3,2,4,3,2,3,3,3,3,3,2,4,3,2,1,2,3,4,1,3,1,2,4,3,4,4,3,4,4,4,4,1,4,3,3,3,2,4,3,2,4,1,4,1,2,3,3,3,1,0,0,1,High Risk
