SID,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL,RISK_BINARY
HS2026160,3.04,0.7,0.8,0.89,0.8,0.78,Rarely,24-26 years,Male,200,Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,More than 4 hours,4-5 hours,Low risk,4,4,4,1,2,4,1,4,4,5,2,1,5,4,5,2,1,5,4,4,5,4,1,3,4,3,4,3,4,1,2,4,1,4,4,2,1,3,1,3,4,4,Low Risk,0
HS2026175,3.19,0.79,0.69,0.69,0.95,0.73,Rarely,24-26 years,Female,200,Nursing,Middle income,Sometimes (monthly),No,1-2 hours,6-7 hours,Moderate risk,3,5,2,2,2,2,4,4,3,4,4,4,4,4,4,3,2,3,2,5,4,4,3,2,2,2,5,1,2,2,2,2,4,4,3,5,5,3,3,1,3,3,Low Risk,0
HS2026236,1.57,0.75,0.77,0.89,0.87,0.7,Rarely,27-29 years,Male,300,Nursing,Low income,Never,No,1-2 hours,4-5 hours,Low risk,2,4,2,3,5,4,3,3,2,4,3,3,3,3,4,2,4,3,4,2,2,3,2,3,4,3,3,3,2,3,5,4,3,3,2,3,2,3,4,4,4,2,High Risk,1
HS2026340,3.17,1.0,1.0,0.85,0.7,0.68,Sometimes,24-26 years,Male,300,Nursing,High income,Never,Yes - 10-20 hours/week,1-2 hours,4-5 hours,Low risk,3,3,4,1,4,3,3,4,2,4,5,3,1,3,1,2,3,2,2,3,5,3,1,3,3,4,5,2,4,1,4,3,3,4,2,4,2,3,2,3,3,3,Low Risk,0
HS2026098,3.4,0.6,0.8,0.9,0.96,0.92,Rarely,27-29 years,Female,200,Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,1-2 hours,5-6 hours,Moderate risk,5,3,2,3,4,5,2,1,4,3,5,3,2,4,2,3,2,1,5,2,4,1,2,3,1,2,4,4,2,3,4,5,2,1,4,2,4,4,1,4,1,5,Low Risk,0
HS2026314,2.27,0.7,0.69,0.55,0.87,0.73,Rarely,24-26 years,Female,300,Nursing,Upper-middle income,Never,No,More than 4 hours,5-6 hours,Low risk,4,5,5,3,3,2,3,3,2,1,4,1,4,2,2,3,1,3,3,3,4,2,4,4,2,4,2,4,5,3,3,2,3,3,2,2,2,1,2,5,5,4,Low Risk,0
HS2026041,1.33,0.8,0.9,0.59,0.82,1.0,Rarely,30-35 years,Female,200,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,5-6 hours,Low risk,2,1,3,1,2,2,2,1,2,2,2,1,3,2,2,1,2,1,2,1,2,3,2,1,2,1,2,2,1,1,2,2,2,2,3,2,2,2,1,1,1,1,High Risk,1
HS2026326,2.82,0.69,0.89,1.0,0.86,0.89,Sometimes,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Moderate risk,3,2,2,3,2,3,3,3,2,2,1,4,3,2,4,2,4,1,5,2,3,3,3,4,2,3,2,2,2,3,2,3,3,3,2,2,2,4,2,1,2,3,Low Risk,0
HS2026321,1.98,0.7,0.9,0.79,0.74,1.0,Rarely,30-35 years,Male,300,Nursing,High income,Never,No,Less than 1 hour,6-7 hours,Low risk,2,3,4,2,1,3,4,2,5,3,2,3,3,5,3,4,1,2,2,3,3,4,1,1,2,2,5,3,4,2,1,3,4,2,5,4,3,2,3,2,3,2,Low Risk,0
HS2026237,2.26,0.57,0.79,1.0,0.71,0.69,Rarely,21-23 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,More than 4 hours,5-6 hours,Moderate risk,3,1,3,1,2,3,2,4,4,3,2,4,2,4,1,2,4,4,3,4,3,3,3,5,2,3,2,2,3,1,2,3,2,4,4,2,3,3,2,4,4,3,High Risk,1
HS2026439,3.19,0.73,1.0,0.96,1.0,0.99,Rarely,24-26 years,Female,300,Nursing,Middle income,Always,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Moderate risk,1,4,1,3,4,3,3,1,1,2,4,1,3,3,3,2,4,2,3,3,3,5,3,2,1,1,5,1,1,3,4,3,3,1,1,3,1,3,1,3,1,1,Moderate Risk,1
HS2026204,2.33,0.89,0.6,0.69,0.87,0.75,Rarely,30-35 years,Male,300,Nursing,Low income,Never,No,2-3 hours,More than 8 hours,High risk,4,2,1,5,5,5,4,1,3,3,2,4,5,2,3,5,3,2,3,4,5,3,1,3,2,2,4,4,1,5,5,5,4,1,3,5,2,4,2,2,3,4,High Risk,1
HS2026012,1.63,0.89,0.6,0.78,0.66,0.84,Rarely,27-29 years,Female,200,Nursing,Middle income,Never,No,1-2 hours,7-8 hours,Low risk,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,5,5,4,4,5,4,5,4,3,3,3,3,3,3,3,High Risk,1
HS2026229,2.93,0.69,0.79,0.59,0.72,0.99,Rarely,30-35 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,1-2 hours,6-7 hours,Moderate risk,2,2,4,2,4,1,1,5,3,3,1,2,4,3,3,2,1,3,2,1,5,2,4,5,1,3,2,5,4,2,4,1,1,5,3,4,4,4,5,1,2,2,High Risk,1
HS2026578,2.54,0.77,0.76,0.74,0.68,1.0,Always,30-35 years,Female,300,ENT,Low income,Rarely (once or twice a semester),No,Less than 1 hour,6-7 hours,Moderate risk,3,3,4,4,3,2,2,4,2,3,4,3,4,4,2,3,2,2,2,2,1,3,2,4,3,4,2,2,2,3,3,4,3,3,2,2,2,3,3,4,3,3,High Risk,1
HS2026020,3.53,0.82,0.82,0.82,0.91,1.0,Rarely,24-26 years,Male,200,Nursing,Upper-middle income,Often (weekly),No,2-3 hours,4-5 hours,Low risk,2,3,3,1,3,2,2,3,5,2,5,1,5,1,4,4,4,4,4,5,2,3,5,2,2,4,2,3,2,3,4,4,2,3,1,1,2,2,2,1,2,1,Moderate Risk,1
HS2026079,2.98,0.72,0.9,0.79,0.77,1.0,Almost never,30-35 years,Male,200,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,6-7 hours,Moderate risk,2,3,4,2,4,1,1,2,3,1,2,5,3,4,3,3,2,1,1,3,1,2,3,3,2,5,2,1,4,2,4,1,1,2,3,4,5,3,4,2,4,2,Low Risk,0
HS2026432,2.89,0.89,0.9,0.79,0.85,0.7,Rarely,18-20 years,Male,300,Nursing,Upper-middle income,Never,No,Less than 1 hour,4-5 hours,High risk,3,2,5,4,5,1,2,4,3,3,4,1,2,3,2,4,4,5,4,5,3,5,5,4,3,1,4,2,5,4,5,1,2,4,3,1,1,4,3,4,1,3,High Risk,1
HS2026325,2.27,0.73,0.7,0.88,0.78,1.0,Sometimes,24-26 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,5-6 hours,Moderate risk,2,2,4,3,2,1,3,2,4,3,1,1,3,4,3,2,1,3,1,2,2,2,3,5,4,2,1,3,4,3,2,1,3,2,4,5,5,2,3,3,2,2,Low Risk,0
HS2026378,3.17,0.7,0.57,0.7,0.79,0.89,Rarely,21-23 years,Male,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Low risk,1,5,5,2,1,3,3,4,1,2,3,5,3,4,1,3,4,2,2,3,1,2,1,1,2,3,2,2,5,2,1,3,3,4,1,3,1,5,3,2,4,1,Low Risk,0
HS2026181,2.3,0.87,0.93,0.78,0.94,0.9,Rarely,18-20 years,Female,200,Nursing,Low income,Sometimes (monthly),No,1-2 hours,5-6 hours,Low risk,3,3,5,3,2,2,2,4,1,2,2,5,4,2,4,4,4,4,2,1,2,1,4,4,2,2,2,4,5,3,2,2,2,4,1,3,3,1,4,2,1,3,Moderate Risk,1
HS2026447,2.98,0.79,0.69,0.89,0.91,0.69,Rarely,27-29 years,Male,300,Nursing,High income,Never,Yes - more than 20 hours/week,3-4 hours,6-7 hours,Low risk,3,4,1,3,2,2,4,4,3,2,5,2,1,2,3,3,3,3,4,2,3,5,1,2,3,2,3,3,1,3,2,2,4,4,3,1,5,1,5,3,4,3,Low Risk,0
HS2026239,1.26,1.0,0.6,0.89,0.99,0.69,Rarely,24-26 years,Female,300,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,More than 8 hours,Very low risk,3,2,3,2,3,5,3,3,1,1,2,4,4,2,4,3,4,1,5,3,2,5,1,3,3,3,3,1,3,2,3,5,3,3,1,2,1,4,4,3,4,3,High Risk,1
HS2026577,3.02,0.49,0.64,0.65,0.65,0.69,Almost never,21-23 years,Female,300,ENT,Middle income,Never,Yes - fewer than 10 hours/week,More than 4 hours,4-5 hours,Moderate risk,3,3,5,3,4,5,4,5,3,4,3,3,4,3,4,4,4,4,3,3,4,4,3,5,3,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,3,High Risk,1
HS2026437,2.48,0.85,0.99,0.59,0.87,0.87,Sometimes,21-23 years,Male,300,Nursing,Low income,Sometimes (monthly),No,More than 4 hours,More than 8 hours,Low risk,4,1,1,2,2,3,2,4,1,2,1,4,2,3,2,1,4,2,3,3,5,1,2,2,3,2,1,3,1,2,2,3,2,4,1,4,2,1,1,2,3,4,High Risk,1
HS2026534,1.24,0.9,0.79,1.0,0.75,1.0,Almost never,21-23 years,Female,300,Nursing,Middle income,Never,No,Less than 1 hour,Less than 4 hours,Moderate risk,2,3,3,4,3,3,1,2,4,4,5,2,1,3,5,4,3,4,4,3,4,3,4,2,1,2,3,3,3,4,3,3,1,2,4,1,2,4,2,2,5,2,Moderate Risk,1
HS2026386,2.74,0.7,0.79,0.9,1.0,0.69,Rarely,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,3-4 hours,5-6 hours,High risk,2,4,1,2,3,2,2,5,4,1,4,2,1,2,1,3,5,4,2,4,3,3,2,4,4,1,3,5,1,2,3,2,2,5,4,5,2,2,2,4,2,2,High Risk,1
HS2026328,2.36,0.84,0.69,0.9,0.61,1.0,Rarely,21-23 years,Male,300,Nursing,Low income,Often (weekly),No,2-3 hours,More than 8 hours,Moderate risk,5,2,1,3,3,2,2,3,4,5,2,3,2,1,2,3,2,3,3,3,2,4,3,3,1,3,5,3,1,3,3,2,2,3,4,4,1,1,3,4,1,5,Moderate Risk,1
HS2026347,2.76,0.7,0.69,0.7,0.93,0.76,Sometimes,27-29 years,Male,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Moderate risk,4,1,1,3,5,4,3,3,4,1,4,2,4,2,2,2,2,2,3,3,5,1,5,4,2,4,2,5,1,3,5,4,3,3,4,2,4,4,2,2,3,4,Moderate Risk,1
HS2026028,3.44,0.8,0.9,0.8,0.8,0.79,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,4-5 hours,Very low risk,2,2,2,3,3,3,1,1,5,3,5,2,5,1,4,3,2,2,4,4,1,2,2,5,4,2,4,2,3,2,2,4,4,5,1,1,2,1,2,1,1,2,Low Risk,0
HS2026300,2.75,0.9,0.69,0.66,0.74,0.9,Rarely,24-26 years,Female,300,Nursing,Low income,Never,Yes - fewer than 10 hours/week,1-2 hours,Less than 4 hours,High risk,3,5,3,2,3,5,4,1,2,2,5,4,1,3,1,1,5,3,4,4,5,2,3,4,5,4,4,1,3,2,3,5,4,1,2,3,2,3,2,3,4,3,Low Risk,0
HS2026150,3.17,0.89,0.79,0.79,0.69,0.92,Sometimes,24-26 years,Female,200,Nursing,Middle income,Never,No,1-2 hours,More than 8 hours,Low risk,3,4,3,3,2,5,3,1,4,1,3,1,1,3,4,2,2,4,3,5,1,2,5,5,4,2,4,4,3,3,2,5,3,1,4,3,3,4,5,3,4,3,Low Risk,0
HS2026288,2.34,0.89,0.88,0.93,0.81,0.79,Rarely,21-23 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,More than 4 hours,4-5 hours,Moderate risk,5,1,1,1,4,2,5,4,3,1,1,2,3,5,1,5,3,4,1,4,3,3,5,5,2,4,1,2,1,1,4,2,5,4,3,2,3,5,3,2,3,5,Low Risk,0
HS2026188,1.69,0.73,0.59,0.68,0.89,0.93,Rarely,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,2-3 hours,5-6 hours,Low risk,3,3,4,1,2,3,2,4,1,3,5,1,4,4,3,2,3,5,2,3,3,2,1,1,1,2,5,3,4,1,2,3,2,4,1,3,3,4,5,1,4,3,Moderate Risk,1
HS2026192,2.5,0.78,0.93,0.9,0.76,0.93,Sometimes,30-35 years,Female,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,Less than 4 hours,Moderate risk,4,1,3,2,4,2,2,3,2,2,2,2,1,5,4,2,4,2,3,1,1,4,3,2,3,4,5,2,3,2,4,2,2,3,2,5,5,4,2,4,4,4,High Risk,1
HS2026562,1.82,0.68,1.0,0.77,0.99,0.78,Almost never,21-23 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,More than 8 hours,Very low risk,2,3,2,2,3,2,5,3,2,1,3,4,4,1,2,3,3,3,4,5,5,2,3,4,5,4,3,5,2,2,3,2,5,3,2,2,3,2,3,1,3,2,Low Risk,0
HS2026355,2.89,0.6,1.0,0.9,1.0,0.69,Rarely,27-29 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),No,Less than 1 hour,6-7 hours,Low risk,3,1,2,3,3,4,3,2,3,2,1,3,3,3,1,1,2,5,3,3,3,2,1,3,3,4,3,2,2,3,3,4,3,2,3,4,2,3,2,5,4,3,Low Risk,0
HS2026193,1.07,0.7,0.75,1.0,0.79,0.9,Sometimes,21-23 years,Female,300,Nursing,High income,Never,No,1-2 hours,6-7 hours,Moderate risk,3,3,2,4,3,4,2,4,3,2,2,5,1,2,1,1,5,1,4,4,3,1,4,2,3,1,5,4,2,4,3,4,2,4,3,3,5,2,3,1,4,3,High Risk,1
HS2026576,3.41,0.81,0.65,0.76,0.67,1.0,Always,30-35 years,Female,300,ENT,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,6-7 hours,Low risk,3,1,2,2,2,2,1,2,4,2,5,2,5,2,3,4,3,5,5,5,1,2,5,3,3,5,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,Moderate Risk,1
HS2026212,1.6,0.7,0.93,1.0,0.9,0.77,Almost never,21-23 years,Male,300,Nursing,High income,Never,No,3-4 hours,4-5 hours,Moderate risk,5,3,5,1,4,3,3,3,2,3,1,4,2,2,4,3,4,1,2,1,2,3,5,3,4,4,1,1,5,1,4,3,3,3,2,3,2,2,4,2,3,5,High Risk,1
HS2026341,3.5,0.7,0.89,0.69,0.87,0.98,Rarely,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,Less than 1 hour,6-7 hours,Low risk,2,1,4,5,1,3,2,1,3,5,2,1,2,3,3,3,5,5,3,3,3,4,1,1,1,3,4,1,4,5,1,3,2,1,3,4,2,1,3,5,1,2,Low Risk,0
HS2026010,2.17,0.57,0.77,0.73,0.65,0.69,Sometimes,21-23 years,Female,200,Nursing,Middle income,Often (weekly),No,1-2 hours,6-7 hours,High risk,5,4,3,5,4,3,3,2,3,2,4,2,2,1,3,3,2,3,5,5,3,3,2,4,5,2,5,4,5,3,4,2,3,2,1,2,2,3,3,2,2,3,High Risk,1
HS2026151,3.23,0.9,0.5,0.69,0.89,0.78,Sometimes,27-29 years,Male,200,Nursing,Middle income,Always,No,2-3 hours,6-7 hours,Low risk,4,4,3,2,2,4,1,2,3,2,2,1,3,3,3,4,1,2,3,3,4,4,3,5,2,3,1,4,3,2,2,4,1,2,3,3,2,3,3,2,4,4,Low Risk,0
HS2026167,2.81,0.79,0.9,0.9,0.84,1.0,Rarely,30-35 years,Female,200,Nursing,Low income,Sometimes (monthly),Yes - more than 20 hours/week,Less than 1 hour,More than 8 hours,High risk,2,3,5,4,3,3,3,5,2,4,5,1,5,4,5,3,3,4,2,2,5,3,3,2,1,1,2,1,5,4,3,3,3,5,2,3,4,4,3,3,2,2,High Risk,1
HS2026267,2.09,0.7,0.79,0.69,0.94,0.89,Rarely,30-35 years,Female,300,Nursing,Low income,Always,No,1-2 hours,6-7 hours,Moderate risk,4,3,1,5,3,3,4,3,4,2,1,3,1,2,2,4,3,1,4,2,3,1,1,3,2,3,2,5,1,5,3,3,4,3,4,4,5,5,5,3,3,4,Low Risk,0
HS2026455,3.17,0.89,0.6,0.89,0.95,1.0,Rarely,27-29 years,Male,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,More than 8 hours,Low risk,1,1,2,2,2,3,1,3,4,3,5,4,5,2,4,5,1,3,3,2,1,2,5,4,1,5,1,3,2,2,2,3,1,3,4,3,2,4,3,4,2,1,Low Risk,0
HS2026574,2.74,0.64,0.64,0.8,0.65,1.0,Always,30-35 years,Female,300,ENT,Middle income,Always,No,3-4 hours,4-5 hours,Low risk,2,2,1,2,2,2,5,2,5,2,4,3,2,3,2,2,2,5,2,1,2,2,5,5,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,High Risk,1
HS2026570,3.41,0.8,0.84,0.99,1.0,0.79,Sometimes,30-35 years,Male,300,ENT,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,5-6 hours,Very low risk,2,3,2,4,2,2,3,2,2,3,2,2,3,2,5,5,4,4,5,5,5,5,5,3,2,5,4,2,2,3,3,3,3,3,3,2,3,3,2,3,3,3,High Risk,1
HS2026103,2.93,1.0,1.0,0.99,0.94,0.69,Rarely,21-23 years,Male,200,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Low risk,2,4,5,2,3,3,3,2,1,1,4,3,4,3,4,1,1,1,2,3,3,2,5,5,2,3,2,1,5,2,3,3,3,2,1,5,5,5,3,1,3,2,Low Risk,0
HS2026210,2.81,0.84,0.79,0.7,0.89,0.89,Rarely,24-26 years,Male,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,Less than 4 hours,Moderate risk,3,2,3,3,1,3,4,3,4,4,2,2,3,1,3,4,3,3,4,4,3,3,3,4,2,3,4,5,3,3,1,3,4,3,4,3,5,2,2,2,2,3,High Risk,1
HS2026115,2.75,0.89,0.47,0.69,0.62,1.0,Sometimes,24-26 years,Male,200,Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,6-7 hours,Moderate risk,5,5,5,2,2,4,5,5,2,1,3,2,1,3,5,4,5,2,5,2,1,3,4,4,3,3,4,5,5,2,2,4,5,5,2,4,5,4,3,3,3,5,High Risk,1
HS2026289,3.14,0.9,0.9,0.63,0.69,0.7,Almost never,24-26 years,Female,300,Nursing,High income,Never,Yes - fewer than 10 hours/week,3-4 hours,5-6 hours,Moderate risk,3,1,2,2,1,3,4,5,3,3,5,2,2,1,2,1,2,4,2,2,3,4,4,2,2,2,5,5,2,2,1,3,4,5,3,1,1,3,2,4,1,3,Low Risk,0
HS2026533,2.81,0.88,0.69,0.9,0.8,0.66,Rarely,21-23 years,Female,300,Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Moderate risk,3,1,5,4,3,2,2,2,2,4,3,3,2,1,3,2,3,3,3,1,4,3,3,1,2,3,3,3,5,4,3,2,2,2,2,3,3,4,3,2,5,3,Low Risk,0
HS2026363,3.26,0.93,0.8,0.69,0.99,0.89,Rarely,21-23 years,Male,300,Nursing,Low income,Always,No,More than 4 hours,5-6 hours,Moderate risk,1,1,1,4,5,4,4,3,2,1,2,3,5,3,2,3,5,2,3,5,4,1,4,5,5,5,2,3,1,4,5,4,4,3,2,1,1,2,2,5,3,1,Low Risk,0
HS2026467,3.0,0.93,0.87,0.99,0.9,0.7,Rarely,30-35 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Very low risk,1,1,2,3,3,2,4,2,1,5,4,2,4,3,2,2,2,3,4,2,3,3,5,1,3,3,5,3,2,3,3,2,4,2,1,3,1,2,4,2,4,1,Moderate Risk,1
HS2026022,3.26,0.86,0.83,0.83,0.83,0.93,Rarely,24-26 years,Female,200,Nursing,Low income,Never,No,3-4 hours,4-5 hours,Very low risk,2,3,2,1,2,2,2,2,5,2,5,1,5,2,5,2,2,4,5,5,2,5,5,3,2,4,2,4,4,4,4,4,2,4,1,1,2,2,2,2,2,1,Low Risk,0
HS2026018,2.55,0.68,0.72,0.72,0.83,0.96,Sometimes,21-23 years,Female,200,Nursing,Middle income,Often (weekly),No,1-2 hours,6-7 hours,Moderate risk,3,5,3,1,3,3,3,3,5,3,4,2,5,2,4,3,4,4,5,4,3,4,4,4,3,4,4,5,4,4,4,4,2,3,2,1,2,2,2,2,2,2,High Risk,1
HS2026482,3.22,0.91,1.0,1.0,0.86,0.69,Rarely,18-20 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,4-5 hours,Moderate risk,1,4,5,2,1,1,3,5,3,1,4,3,2,4,2,3,3,1,2,2,2,4,1,1,1,3,3,1,5,2,1,1,3,5,3,4,3,4,4,3,2,1,Low Risk,0
HS2026143,2.9,0.6,1.0,0.9,0.85,0.69,Sometimes,21-23 years,Female,200,Nursing,Middle income,Sometimes (monthly),No,2-3 hours,6-7 hours,Low risk,2,1,2,1,1,3,4,2,4,2,4,3,1,4,5,3,4,2,4,4,1,2,3,1,3,4,5,2,2,1,1,3,4,2,4,2,4,2,3,2,1,2,High Risk,1
HS2026144,2.69,0.79,0.64,1.0,0.77,0.79,Sometimes,21-23 years,Female,200,Nursing,Upper-middle income,Never,No,1-2 hours,4-5 hours,Very low risk,3,2,1,2,4,1,2,2,1,2,3,3,3,1,5,3,1,2,5,4,3,4,3,2,3,5,4,3,1,2,4,1,2,2,1,3,2,2,4,5,3,3,Low Risk,0
HS2026442,3.91,0.84,1.0,0.75,1.0,0.89,Rarely,30-35 years,Female,300,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,More than 4 hours,6-7 hours,Moderate risk,4,1,2,5,2,3,3,1,4,3,5,4,2,5,3,2,2,2,3,4,2,1,2,2,5,1,2,3,2,5,2,3,3,1,4,4,3,1,3,5,2,4,Low Risk,0
HS2026226,3.4,0.79,0.69,0.72,0.87,0.79,Almost never,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,Less than 1 hour,6-7 hours,Low risk,5,1,2,3,4,2,3,3,2,3,3,1,4,5,2,4,2,5,4,3,1,3,4,4,3,4,5,1,2,3,4,2,3,3,2,3,4,2,4,2,4,5,Moderate Risk,1
HS2026090,1.52,1.0,0.67,0.79,0.78,0.93,Rarely,24-26 years,Male,200,Nursing,Upper-middle income,Never,Yes - fewer than 10 hours/week,Less than 1 hour,4-5 hours,High risk,2,3,4,1,2,3,5,1,2,2,2,5,4,3,1,5,2,3,4,1,1,5,2,1,1,2,3,1,4,1,2,3,5,1,2,3,1,4,3,5,2,2,High Risk,1
HS2026008,2.5,0.34,0.75,0.75,0.79,0.69,Rarely,18-20 years,Female,200,Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,2-3 hours,Less than 4 hours,Very low risk,5,5,4,4,5,5,5,5,5,5,4,4,5,5,5,5,5,4,4,5,5,5,5,3,5,4,4,5,5,5,3,5,4,5,4,5,4,5,5,3,5,5,High Risk,1
HS2026555,3.37,0.92,0.78,0.7,0.9,0.89,Almost never,27-29 years,Male,300,Nursing,Low income,Always,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,4,3,3,4,2,2,3,1,3,2,3,1,4,3,1,4,1,3,2,3,1,2,5,3,4,2,1,4,3,4,2,2,3,1,3,3,4,4,4,1,2,4,Low Risk,0
HS2026461,3.57,0.69,0.79,0.93,1.0,0.79,Rarely,27-29 years,Male,300,Nursing,Middle income,Sometimes (monthly),No,3-4 hours,4-5 hours,Moderate risk,3,3,2,3,5,3,3,4,4,5,3,2,3,4,4,2,4,3,1,1,1,3,3,1,1,2,5,3,2,3,5,3,3,4,4,4,5,4,1,2,3,3,Low Risk,0
HS2026508,2.11,0.7,1.0,0.7,0.85,0.87,Sometimes,21-23 years,Female,300,Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,More than 4 hours,More than 8 hours,High risk,1,3,1,3,3,1,2,2,4,2,3,3,3,4,5,2,4,2,1,5,3,4,2,1,3,4,5,3,1,3,3,1,2,2,4,2,2,3,2,4,1,1,High Risk,1
HS2026085,3.19,0.59,0.79,0.7,0.89,0.91,Rarely,24-26 years,Male,200,Nursing,Low income,Sometimes (monthly),Yes - 10-20 hours/week,2-3 hours,6-7 hours,Moderate risk,4,3,4,2,4,4,1,1,2,3,1,3,2,4,4,2,3,4,3,4,3,3,5,5,4,1,1,2,4,2,4,4,1,1,2,2,5,5,3,3,3,4,Low Risk,0
HS2026215,1.52,0.79,0.79,0.92,0.96,0.6,Rarely,24-26 years,Male,300,Nursing,Middle income,Always,No,3-4 hours,6-7 hours,High risk,2,2,5,3,3,4,2,2,5,1,2,5,3,3,3,3,4,3,3,3,2,3,1,2,3,3,5,4,5,3,3,4,2,2,5,1,1,2,1,3,2,2,Moderate Risk,1
HS2026074,2.4,0.89,0.78,1.0,0.86,0.79,Sometimes,21-23 years,Female,200,Nursing,Low income,Always,Yes - more than 20 hours/week,2-3 hours,6-7 hours,Low risk,1,1,3,5,3,1,1,4,1,1,1,4,4,3,1,3,3,2,1,2,1,1,5,4,3,5,5,1,1,1,1,1,1,4,1,1,1,1,3,5,5,4,Low Risk,0
HS2026039,3.07,0.64,0.78,0.55,1.0,0.57,Sometimes,30-35 years,Female,200,Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,1-2 hours,4-5 hours,Moderate risk,2,2,1,1,2,2,2,2,3,2,2,1,1,2,3,3,3,2,2,1,1,2,4,2,2,2,1,2,2,2,1,1,1,2,1,3,3,2,2,1,1,3,Low Risk,0
HS2026110,1.88,0.87,0.79,0.7,0.98,0.9,Rarely,24-26 years,Male,200,Nursing,Low income,Always,Yes - 10-20 hours/week,Less than 1 hour,4-5 hours,High risk,3,2,4,2,3,3,2,4,3,2,1,2,5,1,3,3,3,5,3,3,4,4,1,3,3,4,2,3,4,2,3,3,2,4,3,3,2,1,1,4,2,3,Low Risk,0
HS2026445,2.85,0.9,0.69,1.0,0.85,1.0,Sometimes,24-26 years,Female,300,Nursing,Upper-middle income,Rarely (once or twice a semester),No,3-4 hours,6-7 hours,Low risk,4,2,2,3,4,1,2,1,3,1,3,3,4,2,3,3,4,2,1,3,4,2,3,3,2,5,5,3,2,3,4,1,2,1,3,2,3,4,2,2,3,4,Moderate Risk,1
