GPA_S1,Persists when difficult,Takes rest breaks,CA_AVG,Manages time effectively,ATT_RATE,Confident in clinical skills,Anxious about assessments,EXAM_AVG,Reviews notes within 24h,CLIN_AVG,Participates in clubs,Sense of belonging,Confident to complete prog,LAB_AVG,Lecturers approachable,Concentration in self-study,Schedule conflicts,Hopeless/unmotivated,Balanced diet,Sleep difficulty,Adequate advisory support,Sleep_hrs,Programme prepares for career,Considered break,Adequate supervision,Sleep affects concentration,Rotations affect performance,Regular exercise,Uses library regularly,Burnt out,Emotionally supported,Early intervention provided,Participates in class,Self_risk_percep,Understands content pre-exam,ASSIGN_LATE,Financial_diff,Sets academic goals,Self-motivates,Year_study,Completes readings,Concerns taken seriously,Employment_hrs,Programme_ENT,Can improve performance,Seeks help when stuck,Prepared for clinical assess,Study_hrs_day,RISK_BINARY
2.85,2,1,1.0,2,0.69,2,4,0.84,2,0.79,4,3,1,0.74,3,3,4,3,4,3,2,1,1,2,3,3,3,5,2,4,5,2,4,3,5,2,5,4,3,2,2,2,1,0,2,4,3,3,0
1.98,5,5,0.96,1,0.79,2,1,0.87,1,1.0,4,4,3,0.87,4,5,2,2,2,4,5,2,1,1,1,3,5,3,5,4,3,1,4,3,3,2,5,4,3,3,1,1,3,0,5,4,4,4,1
3.28,4,2,0.99,3,0.84,1,2,0.72,5,0.98,3,5,2,0.98,3,1,2,2,3,1,3,2,4,4,2,5,5,4,3,4,5,3,3,2,4,2,1,4,1,3,3,3,2,0,1,3,3,4,0
3.43,3,2,0.7,2,0.7,4,2,0.8,1,0.79,3,2,1,0.77,3,2,3,5,3,1,2,2,2,3,1,4,3,2,2,1,1,5,3,3,3,2,5,4,3,3,2,2,2,0,1,3,2,4,0
2.96,2,4,0.7,4,0.7,2,2,0.88,2,0.88,3,1,2,0.88,4,3,4,3,1,1,3,2,2,2,4,2,4,1,3,3,1,2,5,3,4,2,1,1,4,2,1,1,1,0,3,3,3,2,1
2.09,4,4,0.77,5,0.9,1,3,0.87,3,0.7,2,2,4,0.79,3,3,3,2,2,2,1,2,4,4,2,5,3,3,1,1,4,4,3,3,3,1,1,3,1,3,1,1,1,0,4,2,5,3,0
3.11,4,1,0.9,3,0.88,2,1,0.89,4,0.9,2,4,3,0.82,1,3,4,4,1,3,2,6,3,2,4,4,3,3,2,5,5,1,4,2,2,2,3,5,5,3,4,4,3,0,4,2,1,2,0
2.41,4,2,0.88,1,0.69,2,5,0.85,3,0.91,2,2,4,0.96,3,3,3,3,4,5,4,2,3,3,1,4,2,2,4,4,4,2,3,3,5,2,1,2,4,3,4,4,1,0,2,2,2,4,0
3.25,4,3,0.69,4,0.69,2,2,0.7,2,0.6,2,4,4,0.9,4,3,2,1,5,1,4,2,2,5,3,4,3,3,4,4,2,2,5,1,4,2,3,3,1,3,4,4,4,0,3,2,3,1,0
2.64,4,4,0.88,3,0.66,3,3,0.78,1,0.79,3,1,4,0.91,4,1,2,2,1,3,1,2,4,4,2,4,3,1,1,2,2,4,2,3,1,2,3,3,1,3,5,5,1,0,2,3,3,5,0
3.61,1,2,0.88,3,0.77,1,4,0.69,3,0.96,3,3,2,0.92,1,1,1,3,4,2,4,3,3,3,4,2,2,3,4,4,3,1,2,3,2,1,2,2,1,3,5,5,1,0,4,3,3,3,0
2.81,5,5,1.0,2,0.79,3,2,0.7,1,0.77,3,4,4,0.87,3,1,2,4,1,3,1,2,4,2,2,3,3,1,1,5,3,1,2,2,3,1,3,5,4,3,2,2,1,0,2,3,2,4,0
3.69,3,5,0.6,5,0.69,2,1,0.79,3,1.0,2,1,1,1.0,4,3,1,2,4,3,3,6,1,3,4,3,1,2,3,4,4,4,3,4,1,3,1,1,4,3,1,1,1,0,2,2,1,3,1
2.67,2,5,0.8,5,0.59,2,3,0.69,3,0.69,5,2,1,0.59,4,5,1,3,3,1,1,2,3,3,4,2,3,4,1,1,1,1,5,2,1,2,2,4,4,3,2,2,2,0,1,5,3,2,0
2.94,3,3,0.77,4,1.0,4,2,0.87,1,0.91,4,1,2,0.85,4,3,2,3,2,2,2,2,4,1,5,2,3,2,2,5,1,2,4,3,1,3,2,2,3,3,1,1,1,0,4,4,2,4,0
2.53,2,4,0.8,1,0.67,2,1,0.92,2,0.8,4,3,1,0.86,2,4,4,3,4,2,2,2,2,2,4,2,4,3,2,2,1,2,2,2,2,2,3,1,1,3,2,3,1,0,2,2,2,3,1
3.43,1,2,0.62,2,0.7,4,1,0.79,3,0.79,1,3,5,0.86,3,2,2,3,4,1,3,4,2,4,3,3,4,3,3,3,1,4,3,3,4,2,2,5,4,3,2,2,1,0,3,1,5,2,0
2.61,3,3,0.6,3,0.69,4,3,0.93,1,0.79,2,4,1,0.98,2,4,2,5,4,4,4,2,1,4,2,4,3,4,4,1,3,2,4,4,3,2,1,3,1,3,2,2,2,0,3,2,4,3,0
2.67,2,4,0.99,3,0.79,3,1,0.8,4,0.69,4,1,1,0.7,3,3,3,3,4,4,1,3,4,3,4,3,2,3,1,1,4,4,3,4,4,2,2,1,1,2,1,1,3,0,3,4,3,4,1
2.67,2,3,0.87,1,0.69,3,5,0.79,3,1.0,1,2,3,0.84,2,1,1,4,4,2,5,4,3,4,5,3,4,3,5,1,4,3,2,4,2,3,3,4,3,3,4,4,1,0,5,1,3,2,1
2.43,1,1,0.89,2,0.66,1,3,0.88,3,0.8,3,4,4,0.95,3,4,4,4,4,1,3,3,2,4,3,4,2,4,3,2,4,2,3,2,3,1,3,4,3,3,3,3,2,0,1,3,1,4,1
2.41,1,1,0.69,1,0.88,1,2,1.0,3,0.49,3,4,3,0.96,3,3,1,2,3,2,1,2,1,2,4,2,2,2,1,4,5,2,2,2,5,3,2,2,5,3,4,4,1,0,4,3,4,3,0
2.87,3,2,0.8,2,1.0,2,2,0.69,2,0.75,1,3,1,0.65,1,4,3,3,3,3,2,3,1,1,2,3,1,5,3,2,1,3,2,1,2,2,3,2,2,3,2,2,1,1,1,2,4,4,1
2.25,3,4,0.79,4,0.7,3,1,1.0,3,0.77,2,4,4,0.91,4,5,1,5,2,5,3,4,3,5,5,3,3,3,3,1,3,5,4,1,3,3,3,2,3,3,3,3,1,0,1,2,5,5,0
1.83,2,2,1.0,5,0.88,2,2,0.69,4,0.55,3,4,1,0.63,4,3,3,1,4,3,1,2,2,3,4,5,4,5,1,4,5,1,2,3,1,2,2,1,3,3,1,1,4,0,1,3,1,4,1
3.48,3,5,0.99,2,0.89,2,3,0.77,2,1.0,5,5,1,0.85,4,2,2,2,5,2,1,6,1,2,4,3,2,3,1,3,2,1,5,3,1,2,2,2,2,3,2,2,3,0,1,5,1,3,0
3.18,5,1,0.7,1,1.0,3,3,0.69,3,0.72,3,3,3,0.92,1,3,3,2,3,3,1,2,2,3,5,5,3,5,1,2,5,3,5,2,1,2,5,1,4,3,1,1,3,0,4,3,5,4,0
2.38,2,3,0.64,2,0.6,2,2,0.59,3,1.0,3,2,3,0.87,2,2,3,3,3,2,1,4,2,3,3,3,4,2,2,1,2,3,2,3,2,3,3,3,1,2,1,3,2,0,2,3,2,2,1
3.8,2,2,0.89,1,1.0,3,3,0.8,3,0.78,3,4,1,0.67,3,2,3,4,3,3,3,2,3,5,3,4,2,5,3,3,3,3,2,2,2,4,3,2,1,3,3,3,2,1,1,2,3,3,1
3.61,3,3,0.69,2,0.7,3,1,0.99,3,1.0,2,2,4,0.85,3,3,5,3,1,5,2,4,3,5,4,3,4,2,2,3,2,4,4,3,2,2,2,3,2,3,5,5,2,0,4,2,1,5,0
2.86,2,1,0.93,3,1.0,2,2,1.0,1,0.6,1,5,3,1.0,1,3,2,4,2,3,2,3,2,3,2,3,3,4,2,1,1,3,5,2,1,3,1,1,2,3,3,3,1,0,4,1,1,3,0
3.48,3,2,1.0,3,0.89,1,1,0.49,5,0.89,3,2,1,0.64,3,2,4,5,4,5,3,2,4,3,5,2,5,2,3,4,3,4,2,3,2,2,1,4,4,2,3,3,1,0,2,3,2,4,1
2.85,4,4,0.63,3,0.89,3,2,1.0,1,0.7,3,2,4,0.82,3,3,3,2,1,4,1,6,2,3,3,3,1,5,1,3,1,3,3,2,4,2,3,2,3,3,4,4,1,0,5,3,3,1,1
3.44,3,1,0.78,2,0.68,2,3,0.67,3,0.68,3,5,3,0.6,2,1,1,1,2,4,5,3,5,5,5,3,4,3,5,3,3,1,2,3,4,3,1,2,2,3,2,2,1,0,4,3,4,4,0
2.41,1,2,0.7,4,0.88,2,1,0.7,3,0.79,3,2,3,0.66,1,4,1,2,3,2,4,4,3,3,2,4,2,4,4,3,1,3,4,2,2,2,3,1,5,3,4,4,2,0,1,3,3,1,1
1.6,5,3,0.85,4,1.0,5,3,0.69,2,0.73,2,2,3,0.92,2,3,4,2,1,2,3,6,3,1,1,4,3,1,3,2,2,3,4,4,4,3,1,3,3,3,2,2,2,0,2,2,1,2,1
2.45,3,3,0.91,4,0.69,4,5,0.79,3,0.9,5,1,5,0.69,4,4,4,1,1,5,3,6,1,1,1,1,4,1,3,4,2,3,2,2,1,2,2,1,3,3,3,3,1,0,3,5,3,5,1
3.35,5,4,1.0,5,0.7,2,2,1.0,4,0.77,3,3,3,1.0,2,3,3,2,4,1,2,2,3,1,5,2,2,4,2,5,3,5,5,2,2,2,2,2,3,3,4,4,3,0,3,3,2,2,0
2.82,1,1,0.87,4,0.9,2,2,1.0,1,0.99,1,2,3,1.0,1,3,5,1,2,4,4,4,2,4,2,2,2,3,4,4,5,2,3,2,2,2,2,1,4,3,4,4,1,0,3,1,5,3,0
2.55,3,3,0.96,4,0.69,4,1,0.89,1,1.0,3,4,4,0.91,2,3,2,2,4,2,5,4,4,3,2,2,4,1,5,3,3,5,1,3,2,2,2,2,2,3,3,3,1,0,4,3,1,5,1
3.38,2,4,0.79,3,0.68,5,5,1.0,2,0.6,4,2,3,0.81,5,1,4,4,3,5,2,2,1,3,3,3,4,1,2,3,3,2,4,4,2,3,3,3,2,2,2,2,1,0,1,4,3,1,0
2.74,2,3,0.78,2,0.93,2,4,0.69,2,0.91,3,1,2,0.89,3,4,4,3,3,4,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,1,2,2,2,3,3,1,0,2,2,3,5,0
2.3,2,2,0.6,2,0.69,5,1,0.93,2,0.7,4,5,2,0.83,1,2,2,4,5,2,3,6,5,3,1,4,3,4,3,1,3,2,3,3,1,2,3,2,4,3,2,2,3,0,2,4,2,5,1
2.64,3,3,0.69,3,0.78,3,1,0.89,3,0.67,3,3,1,0.8,4,2,1,1,4,3,2,4,3,2,5,5,3,2,2,3,3,3,2,2,2,2,3,3,5,3,4,4,1,0,3,3,1,4,0
2.91,3,3,0.6,2,0.9,3,3,0.91,4,1.0,2,1,5,0.83,2,4,2,2,2,3,2,6,1,2,1,3,3,4,2,4,4,1,3,2,3,2,1,1,4,3,1,1,1,0,1,2,1,5,0
2.57,3,3,0.78,3,0.78,1,4,0.6,1,0.7,1,1,1,0.63,4,4,1,1,1,3,5,2,2,2,4,1,1,1,5,4,2,3,2,2,2,3,3,1,4,3,4,4,1,0,5,1,1,3,1
3.31,4,2,0.78,5,0.7,1,1,0.7,2,0.88,3,5,3,0.89,1,2,3,2,4,3,3,6,3,3,1,1,1,2,3,4,1,4,4,2,4,1,1,1,4,3,3,3,1,0,1,3,4,3,0
2.79,5,4,0.68,3,0.8,1,5,0.96,1,0.78,5,1,3,0.95,2,3,3,3,3,2,1,4,2,1,4,3,5,3,1,1,1,1,4,2,1,2,3,1,3,3,3,3,1,0,1,5,4,2,1
2.57,1,5,0.79,2,0.92,1,1,0.88,4,0.91,4,3,2,0.87,4,4,4,1,3,3,1,4,4,5,4,2,4,1,1,1,3,5,5,2,4,2,5,3,2,3,1,1,2,0,2,4,3,3,0
2.74,5,5,0.79,3,0.93,2,2,0.79,2,0.7,2,2,5,1.0,4,2,4,4,1,4,2,2,1,3,4,4,1,2,2,1,4,4,2,2,1,2,5,4,4,3,1,1,2,0,1,2,3,2,0
2.41,2,3,0.9,5,0.69,5,5,0.68,3,0.7,3,4,4,0.88,3,5,4,4,2,3,3,4,2,4,2,3,5,3,3,1,3,3,2,2,3,1,5,2,5,3,3,3,2,0,2,3,2,3,0
2.61,4,3,1.0,1,1.0,1,3,0.7,4,0.89,4,1,2,1.0,3,1,3,2,3,4,4,4,3,2,2,2,1,3,4,3,1,3,3,1,5,2,3,2,2,3,4,4,1,0,3,4,4,4,0
2.19,1,4,0.75,4,0.93,3,4,0.79,3,0.73,1,2,2,0.95,4,2,3,4,4,4,3,4,5,4,2,3,3,2,3,4,3,2,3,4,3,2,2,4,3,3,3,3,2,0,4,1,2,3,1
1.91,4,3,0.99,1,0.79,3,2,0.69,3,1.0,5,4,4,0.94,4,2,5,3,4,4,5,2,3,3,2,2,1,3,5,2,3,5,2,4,4,1,2,4,4,3,2,2,4,0,4,5,3,3,1
2.39,1,5,0.99,2,0.92,2,3,0.7,3,0.69,1,3,2,0.96,3,3,1,2,2,1,3,2,4,3,4,1,2,2,3,5,3,5,4,2,1,3,2,5,1,3,5,5,1,0,2,1,2,2,1
2.81,4,4,0.9,5,0.85,4,2,0.89,2,0.7,4,2,2,0.8,3,4,2,2,3,2,4,6,1,1,3,2,3,1,4,4,4,3,4,3,3,2,1,3,4,3,2,2,3,0,4,4,2,3,0
2.17,2,2,0.66,2,0.66,3,3,0.9,2,0.69,3,1,2,1.0,3,1,3,5,4,5,1,3,1,5,3,1,1,5,4,5,2,3,4,3,2,3,3,2,2,2,2,2,1,0,2,2,4,4,1
2.34,4,5,0.69,3,0.79,1,1,0.88,2,0.64,4,4,5,0.94,4,2,2,2,3,3,1,6,2,3,4,3,4,2,1,3,2,1,4,2,3,2,2,5,4,3,1,1,1,0,4,4,2,4,0
1.95,1,3,0.69,4,0.7,2,1,1.0,2,0.9,3,1,3,0.75,3,3,4,2,4,2,1,4,3,2,5,3,3,3,1,5,4,4,2,4,3,3,1,2,4,3,1,1,2,0,3,3,2,2,1
3.55,4,2,0.7,3,0.6,2,3,0.99,1,0.77,3,5,4,0.93,2,2,3,5,2,3,3,6,3,5,3,4,3,3,3,4,2,1,4,3,1,2,2,3,3,3,1,1,4,0,1,3,2,4,0
2.63,4,1,0.7,3,0.73,4,3,0.78,1,0.79,1,5,2,0.9,4,3,4,4,2,4,2,1,1,4,3,3,5,5,2,4,1,1,3,3,3,1,2,5,2,2,2,2,1,0,2,1,2,3,1
2.52,3,5,0.81,4,0.78,4,5,0.95,5,0.95,5,5,5,0.77,3,5,4,4,5,5,4,3,5,4,4,4,4,5,4,4,4,4,5,1,4,3,4,5,4,2,5,4,2,0,5,4,5,1,0
3.48,3,3,0.45,3,0.78,3,2,0.8,3,0.8,3,3,3,0.89,3,2,2,3,2,3,2,4,2,3,3,3,2,3,3,3,2,2,4,2,3,2,2,3,2,2,4,2,3,0,2,3,2,1,1
1.69,4,3,0.69,2,0.9,4,3,0.99,3,0.93,3,2,1,0.94,2,2,2,3,2,5,3,4,2,2,4,1,4,2,3,2,4,2,4,3,3,2,1,4,3,2,4,4,1,0,3,3,2,3,1
2.63,4,4,0.7,5,0.89,3,5,0.89,2,0.79,3,2,1,1.0,3,2,3,1,3,5,4,6,3,1,1,2,2,1,4,3,2,1,2,3,3,3,3,3,2,3,5,5,2,0,3,3,4,3,1
3.43,4,3,1.0,3,0.96,3,4,0.59,3,0.76,2,3,3,0.85,4,3,1,1,3,4,2,4,5,1,4,1,3,2,2,2,4,1,3,4,5,3,5,3,5,3,3,3,1,0,4,2,4,2,0
1.57,3,2,1.0,2,0.7,3,3,0.69,5,0.76,3,4,1,0.97,4,2,1,1,4,4,4,3,3,5,4,2,1,4,4,2,2,4,4,3,4,2,3,2,5,3,5,5,3,0,3,3,3,4,1
2.65,4,3,0.79,2,0.93,1,5,0.99,5,0.79,3,5,2,0.76,4,2,4,5,4,4,5,6,4,1,4,3,4,5,5,3,1,2,1,3,5,3,2,2,3,3,3,3,3,0,3,3,4,2,1
3.02,2,2,0.93,1,0.68,5,4,0.93,5,0.79,2,3,5,0.77,2,4,3,1,4,2,2,4,4,3,1,4,1,1,2,3,1,3,2,4,1,1,1,3,2,2,1,1,1,0,4,2,5,3,0
2.7,2,1,0.66,1,0.7,2,3,0.7,2,0.79,5,2,3,0.92,4,1,1,3,3,2,3,4,2,2,5,4,4,2,3,3,2,4,4,2,2,2,2,4,3,3,1,1,1,0,2,5,3,2,0
3.35,3,2,0.91,3,0.67,3,3,0.8,5,0.79,3,4,3,0.84,2,5,2,3,4,2,3,4,4,2,4,3,3,2,3,2,1,2,5,3,4,3,4,3,3,2,4,4,4,0,3,3,1,2,0
2.3,2,3,0.79,5,0.91,1,3,0.99,2,0.93,1,5,1,0.92,5,2,1,2,3,3,2,3,4,1,4,1,2,3,2,5,3,3,3,4,3,2,2,3,4,3,5,5,4,0,1,1,1,4,0
2.6,3,2,0.49,3,0.79,4,2,0.89,5,0.89,4,4,4,0.72,5,5,2,1,3,1,4,4,4,2,4,5,5,5,4,2,3,4,4,4,4,2,3,3,3,2,5,4,1,0,3,5,4,1,1
1.83,2,2,0.8,2,0.7,2,3,0.72,2,0.89,2,3,1,0.93,2,2,2,1,3,3,2,3,1,3,4,2,3,2,1,2,2,3,1,3,3,2,5,2,1,2,3,2,1,0,2,2,2,3,1
1.98,3,2,0.91,2,0.89,4,4,1.0,4,0.87,4,1,4,0.76,2,2,1,3,2,3,5,2,2,4,5,2,3,4,5,1,2,4,1,4,3,3,2,4,3,2,2,2,2,0,4,4,2,3,1
3.57,3,1,0.96,4,0.89,4,4,0.69,1,1.0,5,3,3,0.91,2,5,2,2,1,2,2,1,1,4,4,3,2,4,2,5,1,1,2,2,3,2,1,2,4,2,2,2,1,0,2,5,2,1,0
3.0,2,3,0.8,2,1.0,2,4,0.79,2,0.6,3,1,2,0.89,2,2,2,4,3,4,3,2,1,4,2,5,2,1,2,4,1,3,2,1,2,2,1,2,2,2,2,2,3,0,2,2,2,4,0
2.39,4,2,0.9,2,0.89,4,1,0.9,2,0.79,5,5,1,0.75,5,1,2,2,4,3,1,2,3,4,1,3,3,3,1,4,4,2,4,2,3,2,3,2,4,3,2,2,3,0,3,5,3,2,0
3.3,3,1,0.79,3,0.78,5,2,0.93,3,0.69,1,4,3,0.66,2,3,3,3,5,2,4,3,3,4,3,4,1,5,4,3,4,3,2,2,2,3,2,4,1,3,3,3,1,0,3,1,3,4,0
2.23,2,3,0.9,5,1.0,1,1,0.78,5,0.6,2,2,3,0.93,3,3,3,2,3,1,2,4,3,2,4,3,3,4,2,5,5,3,4,4,5,2,5,3,5,3,2,2,1,0,5,2,2,2,0
2.59,5,2,0.85,3,0.96,3,3,0.92,2,0.78,1,4,4,0.9,3,3,2,1,2,1,3,4,2,4,3,2,4,2,3,5,4,1,3,2,1,2,2,4,4,3,2,2,4,0,4,1,4,2,0
3.38,3,4,0.72,3,0.78,4,2,0.69,1,1.0,5,3,4,0.6,3,3,3,5,2,1,3,1,2,1,3,1,3,5,3,2,2,3,4,2,2,3,2,1,2,3,1,1,1,0,1,5,2,3,1
2.79,3,3,0.89,2,0.79,2,2,0.79,4,0.89,2,3,5,0.89,2,2,3,5,2,4,4,6,3,4,3,3,4,2,4,3,2,5,4,2,4,1,1,1,5,3,2,2,3,0,2,2,2,5,1
2.94,2,1,0.72,4,0.6,3,5,1.0,3,0.7,1,4,3,0.97,3,3,2,3,4,3,4,4,3,3,1,4,3,2,4,2,4,4,2,3,3,2,1,1,2,3,2,2,1,0,5,1,4,2,1
3.19,4,3,0.79,1,0.98,3,3,1.0,2,0.79,3,4,3,0.83,1,5,5,2,3,4,3,6,2,5,4,4,2,4,3,2,5,4,2,2,2,2,2,2,5,2,4,4,1,0,2,3,1,4,0
3.09,4,4,0.7,3,0.77,1,5,0.78,2,0.69,4,3,2,0.84,5,3,2,2,1,2,3,3,1,4,4,1,4,2,3,3,2,3,3,3,3,2,5,3,1,3,2,2,2,0,3,4,2,3,0
2.34,5,4,0.89,1,0.7,2,4,1.0,3,0.7,1,1,4,0.89,5,5,2,4,3,3,1,3,4,1,4,4,2,3,1,5,3,5,4,3,1,2,1,2,3,3,3,3,1,0,3,1,2,2,0
2.81,3,3,0.73,5,0.68,4,2,0.9,4,0.89,3,4,1,0.88,5,3,4,5,1,3,1,2,2,2,4,1,3,5,1,2,3,2,3,3,2,2,1,3,3,3,4,4,2,0,1,3,3,2,0
2.41,2,1,0.66,5,0.79,4,2,0.96,3,1.0,2,1,2,0.8,5,3,4,4,4,3,5,6,3,3,1,3,3,2,5,2,1,2,3,3,2,1,2,3,3,3,1,1,1,0,4,2,5,3,0
3.11,2,2,0.59,2,0.91,4,5,0.93,3,0.6,1,3,3,0.87,4,4,4,5,2,4,4,4,4,4,2,2,3,3,4,1,3,3,3,3,4,2,3,4,3,3,4,4,1,0,3,1,3,4,1
2.89,3,3,0.9,2,0.79,3,2,0.91,1,0.93,4,2,1,1.0,3,2,2,1,2,4,2,1,5,3,4,3,1,3,2,3,1,3,3,2,2,2,5,3,2,3,5,5,3,0,2,4,2,3,0
2.28,3,4,0.9,3,0.79,4,2,0.6,3,0.88,1,3,3,0.73,4,4,3,5,5,4,4,6,3,3,2,2,1,2,4,2,3,5,1,4,3,1,3,2,1,3,3,3,2,0,4,1,2,4,0
3.52,2,3,1.0,4,1.0,3,3,0.63,4,0.78,3,1,2,0.9,5,5,1,2,4,2,5,1,5,1,2,1,3,4,5,5,2,2,3,3,2,2,5,1,1,2,3,3,1,0,1,3,1,4,0
2.88,3,3,0.87,2,0.69,4,1,0.64,2,1.0,2,4,5,0.88,2,3,2,5,4,5,1,3,2,5,3,1,2,3,1,3,2,4,1,2,2,2,1,2,1,2,4,4,2,0,5,2,2,4,0
2.64,3,2,0.89,3,0.7,2,4,0.99,2,0.79,3,3,4,0.95,3,1,3,5,3,2,4,4,4,3,3,2,1,2,4,3,3,3,1,3,2,1,2,3,5,2,4,4,1,0,3,3,2,3,0
3.13,4,3,0.79,3,0.79,4,4,0.79,4,0.93,5,1,2,0.94,2,1,4,4,2,1,3,4,3,2,2,3,2,4,3,2,4,4,3,2,4,1,2,1,1,3,3,3,1,0,3,5,4,3,0
2.96,4,3,1.0,3,0.92,5,4,0.96,3,0.79,2,2,4,0.65,3,5,4,2,5,4,3,6,3,4,2,2,3,2,3,1,2,4,1,2,3,1,2,5,5,2,5,5,2,0,5,2,3,3,0
2.81,2,2,0.66,3,0.89,2,3,0.69,5,0.69,3,5,1,0.55,4,3,5,4,3,3,3,4,1,4,1,5,5,3,2,3,3,5,3,3,3,3,4,2,3,3,3,5,3,0,2,4,2,3,1
2.26,5,4,0.84,1,0.89,5,2,0.59,5,0.7,3,4,3,0.82,5,2,3,2,2,3,4,2,3,4,1,5,4,1,4,4,1,3,3,3,1,1,1,3,2,3,1,1,4,0,4,3,2,3,1
3.02,1,2,0.7,4,0.6,1,2,0.89,1,0.89,2,4,4,0.87,2,3,1,3,2,3,4,2,1,1,4,3,3,1,4,4,3,4,5,3,1,2,2,2,1,3,2,2,1,0,1,2,5,2,0
3.56,4,4,0.6,2,0.92,4,2,0.66,5,1.0,3,3,2,1.0,2,3,1,4,3,4,4,4,3,3,3,4,4,2,4,2,2,5,1,2,4,2,2,3,1,2,4,4,1,0,3,3,3,2,0
2.93,5,4,0.59,5,0.79,4,5,0.79,3,0.78,5,1,1,0.88,2,3,3,2,3,2,1,2,2,4,3,2,4,2,1,2,3,4,3,2,4,3,2,3,1,3,3,3,1,0,3,5,1,1,0
3.95,5,5,0.89,1,0.9,3,3,0.8,4,0.89,3,1,5,0.96,2,2,1,2,3,5,2,3,1,3,3,1,3,4,2,2,4,1,4,4,5,2,3,5,2,2,4,4,1,0,5,3,1,2,0
3.81,1,4,0.9,1,0.7,2,1,0.69,1,0.69,2,2,1,0.95,1,3,2,3,2,1,3,4,3,2,2,3,2,2,1,1,1,2,4,2,1,2,1,2,1,2,2,3,1,0,1,1,5,4,0
3.31,4,5,0.8,5,0.9,4,4,0.69,3,0.79,4,3,2,0.74,1,5,2,2,2,1,2,6,3,5,1,1,4,3,2,4,1,1,3,2,4,2,2,3,2,3,1,1,1,0,4,4,4,2,0
2.65,5,1,0.89,1,0.9,3,4,0.59,2,0.94,3,4,4,0.86,1,2,4,1,1,4,1,1,1,2,2,4,4,3,1,4,3,4,4,1,2,2,1,2,4,3,2,2,2,0,2,3,3,4,0
1.82,1,3,1.0,5,0.7,2,4,0.7,5,0.79,3,3,4,0.85,4,2,4,5,2,2,2,3,3,3,5,3,2,2,2,2,2,2,1,2,5,2,5,4,1,3,4,4,1,0,4,3,5,4,0
3.02,5,4,0.93,2,0.69,5,3,0.9,3,1.0,5,5,3,1.0,2,4,5,5,3,3,1,4,4,3,1,3,3,2,1,4,1,5,3,2,2,2,3,3,2,2,1,1,3,0,4,5,2,4,0
2.56,5,4,0.7,4,0.96,3,2,0.64,3,0.7,1,1,4,0.9,5,3,3,3,3,3,1,3,1,2,4,3,1,3,1,3,1,1,2,2,4,3,2,3,4,2,3,3,2,0,4,1,1,2,1
