SID,GPA_S1,CA_AVG,EXAM_AVG,CLIN_AVG,LAB_AVG,ATT_RATE,ASSIGN_LATE,Age_group,Gender,Year_study,Programme,SES,Financial_diff,Employment_hrs,Study_hrs_day,Sleep_hrs,Self_risk_percep,Reviews notes within 24h,Understands content pre-exam,Seeks help when stuck,Uses library regularly,Completes readings,Takes organised notes,Concentration in self-study,Participates in class,Clinical takes study time,Prepared for clinical assess,Rotations affect performance,Adequate supervision,Schedule conflicts,Confident in clinical skills,Anxious about assessments,Sleep difficulty,Burnt out,Hopeless/unmotivated,Physical health affected,Considered break,Emotionally supported,Lecturers approachable,Sleep affects concentration,Regular exercise,Balanced diet,Health interferes studies,Takes rest breaks,Sense of belonging,Participates in clubs,Adequate advisory support,Concerns taken seriously,Early intervention provided,Peer study groups effective,Knows where to get help,Programme prepares for career,Confident to complete prog,Can improve performance,Sets academic goals,Persists when difficult,Manages time effectively,Self-motivates,Feels prepared,RISK_LABEL
HS2026215,1.52,0.79,0.79,0.92,0.96,0.6,Rarely,24-26 years,Male,300,BSc Nursing,Middle income,Always,No,3-4 hours,6-7 hours,High risk,2,2,5,3,3,4,2,2,5,1,2,5,3,3,3,3,4,3,3,3,2,3,1,2,3,3,5,4,5,3,3,4,2,2,5,1,1,2,1,3,2,2,Not At-Risk
HS2026216,1.98,0.96,0.87,1,0.87,0.79,Rarely,21-23 years,Female,300,BSc Nursing,Low income,Always,Yes - 10-20 hours/week,3-4 hours,4-5 hours,Moderate risk,1,3,4,5,1,1,5,4,1,4,5,1,2,2,1,4,4,2,3,1,3,4,3,3,2,5,5,4,4,5,1,1,5,4,1,3,5,4,5,1,3,1,Not At-Risk
HS2026217,3.76,0.92,0.78,0.89,0.86,0.89,Rarely,30-35 years,Female,300,BSc Nursing,Middle income,Never,Yes - fewer than 10 hours/week,1-2 hours,5-6 hours,Low risk,5,3,1,3,1,2,3,3,4,1,3,1,4,4,2,1,3,5,1,2,3,3,3,3,1,1,4,4,1,3,1,2,3,3,4,3,2,2,2,5,1,5,At-Risk
HS2026218,2.9,1,0.99,0.93,0.6,0.91,Rarely,21-23 years,Female,300,BSc Nursing,Upper-middle income,Never,No,3-4 hours,4-5 hours,Moderate risk,1,2,3,3,4,2,2,3,1,4,1,2,2,2,1,4,2,1,1,1,1,3,1,3,2,4,5,2,3,3,4,2,2,3,1,2,3,3,4,3,2,1,At-Risk
HS2026219,2.43,0.89,0.88,0.8,0.95,0.66,Almost never,21-23 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),Yes - fewer than 10 hours/week,3-4 hours,5-6 hours,Low risk,3,3,3,3,3,2,4,3,2,1,2,3,4,1,3,1,2,4,3,4,4,3,4,4,4,4,1,4,3,3,3,2,4,3,2,4,1,4,1,2,3,3,At-Risk
HS2026220,2.43,0.93,1,0.8,0.86,1,Sometimes,24-26 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,More than 8 hours,Very low risk,4,2,3,2,2,3,1,4,2,1,5,3,4,2,1,5,3,2,1,5,5,3,5,3,3,4,1,4,3,2,2,3,1,4,2,3,3,5,3,2,1,4,At-Risk
HS2026221,2.29,0.8,0.89,0.89,0.8,0.79,Sometimes,30-35 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),No,1-2 hours,More than 8 hours,Low risk,5,3,1,5,5,2,3,3,4,4,1,1,3,1,3,5,1,3,5,3,1,3,4,4,3,2,1,5,1,5,5,2,3,3,4,4,4,1,3,2,1,5,At-Risk
HS2026222,2.05,0.8,0.9,0.93,0.95,0.7,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - more than 20 hours/week,3-4 hours,More than 8 hours,Low risk,2,5,1,2,1,4,1,4,3,3,2,2,2,4,3,2,1,4,2,2,3,2,4,4,3,4,4,2,1,2,1,4,1,4,3,2,4,4,3,2,2,2,Not At-Risk
HS2026223,3.74,0.89,1,0.9,0.88,0.93,Rarely,27-29 years,Female,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,High risk,3,4,4,3,3,1,3,4,1,4,2,3,3,4,3,4,1,4,3,2,3,4,1,2,3,5,4,5,4,3,3,1,3,4,1,4,4,2,2,2,4,3,At-Risk
HS2026224,3.71,0.93,1,0.79,0.82,0.9,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,3-4 hours,5-6 hours,High risk,2,4,3,2,5,4,3,4,3,3,4,2,1,4,2,3,3,3,2,3,1,3,3,2,4,2,2,1,3,2,5,4,3,4,3,2,4,3,1,3,2,2,At-Risk
HS2026225,3.45,0.9,0.7,0.67,0.96,0.6,Rarely,24-26 years,Female,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,3-4 hours,4-5 hours,Very low risk,3,4,2,5,5,3,3,2,3,5,2,5,3,3,4,5,1,1,4,5,4,1,4,5,5,5,3,3,2,5,5,3,3,2,3,4,4,1,1,3,3,3,Not At-Risk
HS2026226,3.4,0.79,0.69,0.72,0.87,0.79,Almost never,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,Less than 1 hour,6-7 hours,Low risk,5,1,2,3,4,2,3,3,2,3,3,1,4,5,2,4,2,5,4,3,1,3,4,4,3,4,5,1,2,3,4,2,3,3,2,3,4,2,4,2,4,5,At-Risk
HS2026227,2.26,0.67,0.7,0.69,0.82,0.87,Sometimes,27-29 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,1-2 hours,4-5 hours,Low risk,3,4,4,5,3,4,1,4,3,4,2,2,3,2,1,5,5,1,2,1,5,5,3,5,4,4,3,2,4,5,3,4,1,4,3,4,1,4,3,2,2,3,At-Risk
HS2026228,3.38,0.72,0.69,1,0.6,0.78,Sometimes,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,Less than 4 hours,Low risk,1,2,5,3,1,3,3,4,2,2,3,3,3,4,2,1,2,5,2,1,2,3,1,5,2,2,4,3,5,3,1,3,3,4,2,4,1,1,3,3,2,1,At-Risk
HS2026229,2.93,0.69,0.79,0.59,0.72,0.99,Rarely,30-35 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,1-2 hours,6-7 hours,Moderate risk,2,2,4,2,4,1,1,5,3,3,1,2,4,3,3,2,1,3,2,1,5,2,4,5,1,3,2,5,4,2,4,1,1,5,3,4,4,4,5,1,2,2,At-Risk
HS2026230,1.83,1,0.69,0.55,0.63,0.88,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,4-5 hours,Moderate risk,4,1,3,1,1,1,3,2,2,1,4,4,3,2,2,3,4,1,3,3,5,4,5,5,4,3,2,4,3,1,1,1,3,2,2,1,1,1,2,5,3,4,Not At-Risk
HS2026231,2.5,0.59,0.7,0.96,0.95,1,Rarely,18-20 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,0,6-7 hours,Moderate risk,4,2,3,2,3,1,2,2,2,4,3,3,3,2,4,2,4,4,2,4,1,1,4,3,2,5,1,3,3,2,3,1,2,2,2,5,3,1,2,1,4,4,Not At-Risk
HS2026232,2.48,0.55,0.7,0.59,0.88,0.89,Rarely,18-20 years,Male,300,BSc Nursing,Low income,Often (weekly),No,3-4 hours,4-5 hours,Moderate risk,3,2,4,4,3,3,1,4,1,3,3,4,1,3,3,3,1,3,3,5,1,2,5,3,1,3,4,3,4,4,3,3,1,4,1,3,3,3,1,4,1,3,Not At-Risk
HS2026233,2.45,0.96,0.9,0.93,0.75,0.9,Almost never,21-23 years,Female,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Moderate risk,3,3,2,3,2,3,2,1,2,4,1,2,1,4,4,4,1,3,3,3,2,1,2,4,3,2,5,3,2,3,2,3,2,1,2,5,1,2,2,4,4,3,At-Risk
HS2026234,2.69,0.59,1,0.75,0.71,1,Sometimes,21-23 years,Male,300,BSc Nursing,Low income,Always,Yes - 10-20 hours/week,2-3 hours,4-5 hours,High risk,2,1,4,3,1,2,4,4,5,3,5,2,5,3,4,4,3,3,4,1,1,5,1,2,2,1,4,2,4,3,1,2,4,4,5,3,2,3,4,5,2,2,At-Risk
HS2026235,2.38,0.93,0.7,0.57,0.87,1,Sometimes,24-26 years,Male,300,BSc Nursing,Low income,Always,No,Less than 1 hour,5-6 hours,Moderate risk,5,4,2,1,2,4,2,3,5,3,2,2,3,3,5,1,4,3,2,4,3,1,4,1,2,3,4,3,2,1,2,4,2,3,5,4,2,3,1,5,4,5,At-Risk
HS2026236,1.57,0.75,0.77,0.89,0.87,0.7,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Never,No,1-2 hours,4-5 hours,Low risk,2,4,2,3,5,4,3,3,2,4,3,3,3,3,4,2,4,3,4,2,2,3,2,3,4,3,3,3,2,3,5,4,3,3,2,3,2,3,4,4,4,2,At-Risk
HS2026237,2.26,0.57,0.79,1,0.71,0.69,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,More than 4 hours,5-6 hours,Moderate risk,3,1,3,1,2,3,2,4,4,3,2,4,2,4,1,2,4,4,3,4,3,3,3,5,2,3,2,2,3,1,2,3,2,4,4,2,3,3,2,4,4,3,At-Risk
HS2026238,2.33,0.89,0.69,0.89,0.59,0.7,Rarely,21-23 years,Male,300,BSc Nursing,Low income,Always,Yes - fewer than 10 hours/week,Less than 1 hour,More than 8 hours,Low risk,2,1,2,5,5,4,5,3,1,3,5,2,2,1,4,4,2,1,1,3,1,2,3,5,3,2,5,5,2,5,5,4,5,3,1,2,2,4,2,4,3,2,At-Risk
HS2026239,1.26,1,0.6,0.89,0.99,0.69,Rarely,24-26 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,2-3 hours,More than 8 hours,Very low risk,3,2,3,2,3,5,3,3,1,1,2,4,4,2,4,3,4,1,5,3,2,5,1,3,3,3,3,1,3,2,3,5,3,3,1,2,1,4,4,3,4,3,At-Risk
HS2026240,2.79,0.89,0.79,0.89,0.89,0.79,Almost never,24-26 years,Male,300,BSc Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,More than 4 hours,More than 8 hours,Low risk,4,4,2,4,2,5,2,4,3,2,4,3,3,2,2,4,3,5,5,4,2,2,3,2,2,3,3,3,2,4,2,5,2,4,3,5,2,1,3,2,5,4,At-Risk
HS2026241,2.21,0.89,0.89,0.7,0.94,0.69,Sometimes,21-23 years,Female,300,BSc Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,1-2 hours,6-7 hours,Low risk,5,1,2,3,5,1,2,3,5,4,3,5,5,1,2,2,1,2,3,1,4,1,5,2,2,4,4,2,2,3,5,1,2,3,5,5,1,2,4,2,5,5,At-Risk
HS2026242,2.31,0.89,0.91,0.77,0.7,0.7,Sometimes,30-35 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,5-6 hours,High risk,3,4,2,3,4,3,3,3,4,1,3,3,1,2,5,2,3,4,3,2,2,1,4,5,4,1,2,4,2,3,4,3,3,3,4,4,3,4,2,5,3,3,At-Risk
HS2026243,3.14,0.7,0.66,0.79,1,0.7,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,High risk,3,1,3,4,3,1,5,5,5,1,1,2,5,3,1,3,3,2,1,4,3,5,3,4,5,2,5,2,3,4,3,1,5,5,5,4,2,4,2,1,4,3,At-Risk
HS2026244,3.02,0.77,1,0.69,0.83,0.9,Rarely,21-23 years,Female,300,BSc Nursing,High income,Never,No,Less than 1 hour,6-7 hours,Very low risk,3,3,4,3,5,3,2,1,2,2,3,4,2,4,5,5,1,3,3,3,2,1,4,2,3,4,3,1,4,3,5,3,2,1,2,3,2,2,3,1,2,3,At-Risk
HS2026245,3.24,0.79,0.79,0.6,0.93,1,Rarely,24-26 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,1-2 hours,4-5 hours,Low risk,3,5,4,2,3,2,2,3,3,2,3,5,4,3,1,1,4,4,4,3,3,2,4,5,4,1,3,3,4,2,3,2,2,3,3,2,1,2,4,2,2,3,Not At-Risk
HS2026246,2.88,0.69,0.7,0.79,1,0.7,Rarely,30-35 years,Male,300,BSc Nursing,Middle income,Never,No,1-2 hours,Less than 4 hours,Low risk,3,2,1,2,2,4,5,4,1,2,3,2,4,5,3,2,1,5,3,2,3,2,2,3,5,3,2,3,1,2,2,4,5,4,1,1,3,2,2,4,4,3,At-Risk
HS2026247,1.33,0.6,0.93,0.89,0.89,0.77,Almost never,27-29 years,Male,300,BSc Nursing,Middle income,Always,No,1-2 hours,6-7 hours,Low risk,3,3,3,4,5,5,1,2,4,2,3,3,3,4,2,2,4,4,4,2,3,2,1,1,3,2,4,1,3,4,5,5,1,2,4,2,5,4,1,3,2,3,At-Risk
HS2026248,1.74,0.79,0.9,0.91,0.74,0.79,Sometimes,27-29 years,Female,300,BSc Nursing,Low income,Always,No,1-2 hours,4-5 hours,Moderate risk,4,5,2,3,3,3,2,1,4,3,1,1,4,4,2,1,2,5,4,2,1,2,2,3,3,2,4,4,2,3,3,3,2,1,4,2,3,1,3,2,4,4,At-Risk
HS2026249,1.88,0.89,0.6,0.66,0.97,0.69,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Never,No,1-2 hours,6-7 hours,Moderate risk,2,4,5,1,2,4,2,5,3,5,3,3,2,2,2,2,1,1,3,3,3,2,3,3,2,5,2,2,5,1,2,4,2,5,3,1,2,2,1,5,2,2,At-Risk
HS2026250,3.2,0.91,0.79,1,0.99,0.6,Rarely,24-26 years,Female,300,BSc Nursing,Upper-middle income,Never,No,2-3 hours,4-5 hours,Moderate risk,4,3,2,3,2,3,2,2,2,3,1,3,1,5,5,2,4,4,3,4,1,3,4,1,3,4,3,3,2,3,2,3,2,2,2,3,3,2,2,3,5,4,Not At-Risk
HS2026251,2.86,0.66,0.87,0.79,0.6,0.79,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),No,2-3 hours,6-7 hours,Moderate risk,1,2,4,3,1,2,2,2,3,2,2,3,2,3,3,2,4,3,4,4,2,1,5,4,5,4,3,4,4,3,1,2,2,2,3,1,3,4,1,4,3,1,Not At-Risk
HS2026252,1.95,1,0.78,0.7,1,0.89,Rarely,27-29 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,1-2 hours,4-5 hours,Moderate risk,2,5,1,1,3,4,4,3,4,4,2,4,2,3,5,5,1,3,4,3,3,3,3,3,4,5,2,5,1,1,3,4,4,3,4,3,4,2,3,4,5,2,Not At-Risk
HS2026253,2.3,0.79,0.99,0.93,0.92,0.91,Rarely,21-23 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,5-6 hours,High risk,2,3,1,2,5,3,2,3,4,1,2,4,1,1,3,3,5,2,3,1,3,5,1,3,3,3,3,5,1,2,5,3,2,3,4,1,1,3,2,5,4,2,Not At-Risk
HS2026254,2.89,0.7,0.88,0.9,0.81,0.66,Almost never,30-35 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,Moderate risk,4,5,4,4,5,1,3,4,1,3,3,5,1,3,2,2,1,3,1,1,2,4,2,1,1,4,4,1,4,4,5,1,3,4,1,5,3,4,4,1,1,4,Not At-Risk
HS2026255,2.86,0.93,1,0.6,1,1,Sometimes,27-29 years,Male,300,BSc Nursing,High income,Never,No,2-3 hours,5-6 hours,Low risk,1,1,1,2,3,3,3,5,2,1,3,2,2,2,2,3,1,4,3,3,1,1,3,4,2,1,1,5,1,2,3,3,3,5,2,3,4,1,2,3,2,1,Not At-Risk
HS2026256,3.27,0.9,0.89,0.79,0.97,0.79,Sometimes,18-20 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),No,2-3 hours,More than 8 hours,Moderate risk,4,2,4,2,4,3,2,3,5,3,2,4,2,3,3,2,4,2,3,1,4,2,2,4,3,5,5,4,4,2,4,3,2,3,5,1,4,2,1,3,4,4,Not At-Risk
HS2026257,2.32,0.6,0.9,0.87,0.86,0.7,Rarely,18-20 years,Male,300,BSc Nursing,High income,Never,No,1-2 hours,More than 8 hours,Low risk,3,5,2,2,4,2,1,3,2,5,2,2,5,2,3,4,1,5,4,1,2,2,3,3,4,3,3,2,2,2,4,2,1,3,2,1,2,3,3,5,4,3,Not At-Risk
HS2026258,1.95,0.79,1,0.78,0.73,0.93,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Very low risk,4,3,3,3,2,1,3,1,3,2,4,3,1,4,1,1,5,2,4,1,4,5,3,2,3,2,3,4,3,3,2,1,3,1,3,3,3,2,5,5,4,4,Not At-Risk
HS2026259,2.82,0.87,1,0.99,1,0.9,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,Low risk,1,2,1,4,4,2,3,3,2,5,2,2,5,2,2,4,4,1,2,4,5,1,2,3,2,4,1,2,1,4,4,2,3,3,2,3,3,1,1,4,4,1,Not At-Risk
HS2026260,3,0.78,0.7,0.88,0.67,0.6,Rarely,24-26 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,2-3 hours,5-6 hours,Low risk,1,4,3,3,4,4,4,2,5,4,5,1,5,5,3,3,2,4,4,1,3,5,3,4,1,5,1,4,3,3,4,4,4,2,5,1,3,2,4,5,2,1,Not At-Risk
HS2026261,1.91,0.99,0.69,1,0.94,0.79,Almost never,27-29 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,2-3 hours,4-5 hours,High risk,3,4,5,5,2,5,2,2,3,3,1,2,5,3,2,4,2,3,4,3,3,4,2,3,4,3,3,4,5,5,2,5,2,2,3,4,4,4,4,1,4,3,Not At-Risk
HS2026262,2.84,0.88,0.7,0.89,0.86,0.87,Sometimes,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,6-7 hours,High risk,1,2,4,3,1,4,3,1,3,2,3,3,2,4,4,3,1,3,3,4,4,3,3,1,3,3,4,2,4,3,1,4,3,1,3,5,3,3,4,1,4,1,Not At-Risk
HS2026263,2.02,1,0.7,0.9,0.96,0.78,Sometimes,21-23 years,Male,300,BSc Nursing,Low income,Sometimes (monthly),No,1-2 hours,4-5 hours,Very low risk,5,2,3,3,1,1,1,3,4,3,4,3,4,3,3,1,3,2,1,4,2,2,2,1,2,4,3,4,3,3,1,1,1,3,4,4,4,3,2,1,5,5,At-Risk
HS2026264,2.68,0.89,0.93,1,0.89,0.99,Rarely,24-26 years,Female,300,BSc Nursing,Low income,Often (weekly),No,Less than 1 hour,Less than 4 hours,Low risk,1,2,5,3,1,2,4,5,1,4,4,1,3,5,5,2,2,5,1,2,2,3,5,3,4,5,2,3,5,3,1,2,4,5,1,4,4,3,4,4,2,1,Not At-Risk
HS2026265,2.64,0.9,0.9,1,0.9,0.88,Rarely,24-26 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - 10-20 hours/week,2-3 hours,6-7 hours,Low risk,3,4,1,2,4,2,3,4,5,4,1,4,4,2,3,1,3,3,4,3,2,3,4,1,3,2,3,4,1,2,4,2,3,4,5,1,2,3,5,4,5,3,Not At-Risk
HS2026266,2.98,0.89,0.6,0.7,0.91,1,Rarely,21-23 years,Female,300,BSc Nursing,Low income,Always,No,2-3 hours,4-5 hours,Low risk,2,1,3,2,1,2,2,3,5,3,3,3,2,3,2,3,3,5,2,4,3,3,4,2,2,4,1,4,3,2,1,2,2,3,5,3,2,4,2,2,1,2,Not At-Risk
HS2026267,2.09,0.7,0.79,0.69,0.94,0.89,Rarely,30-35 years,Female,300,BSc Nursing,Low income,Always,No,1-2 hours,6-7 hours,Moderate risk,4,3,1,5,3,3,4,3,4,2,1,3,1,2,2,4,3,1,4,2,3,1,1,3,2,3,2,5,1,5,3,3,4,3,4,4,5,5,5,3,3,4,Not At-Risk
HS2026268,2.09,0.77,0.87,0.7,0.79,0.9,Almost never,21-23 years,Female,300,BSc Nursing,Low income,Never,No,2-3 hours,4-5 hours,Moderate risk,3,3,2,1,1,4,3,3,4,5,3,2,3,1,3,2,1,2,4,4,4,3,5,3,2,2,4,2,2,1,1,4,3,3,4,4,4,3,4,5,1,3,Not At-Risk
HS2026269,2.73,0.79,0.78,0.69,0.9,1,Sometimes,21-23 years,Female,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - fewer than 10 hours/week,1-2 hours,6-7 hours,Moderate risk,4,2,4,3,4,3,4,3,1,2,5,1,5,5,4,1,2,5,2,5,3,3,3,1,1,1,2,5,4,3,4,3,4,3,1,3,5,4,4,3,2,4,Not At-Risk
HS2026270,2.05,0.69,0.99,0.79,0.93,1,Sometimes,24-26 years,Female,300,BSc Nursing,Low income,Always,No,1-2 hours,4-5 hours,Moderate risk,3,1,1,4,4,4,4,2,5,3,1,4,2,2,3,4,3,2,4,2,1,2,3,4,3,3,3,2,1,4,4,4,4,2,5,1,5,2,2,4,3,3,Not At-Risk
HS2026271,3.16,0.6,0.88,0.69,0.98,0.7,Rarely,30-35 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),Yes - 10-20 hours/week,1-2 hours,5-6 hours,Moderate risk,2,3,5,2,2,1,2,4,1,3,1,2,1,2,3,2,2,4,3,2,2,4,2,4,2,2,3,3,5,2,2,1,2,4,1,4,5,1,3,2,5,2,Not At-Risk
HS2026272,2.32,0.79,0.9,0.7,0.97,0.69,Rarely,27-29 years,Male,300,BSc Nursing,Upper-middle income,Never,Yes - 10-20 hours/week,2-3 hours,4-5 hours,High risk,3,2,2,5,2,2,2,4,3,2,3,5,4,1,3,3,2,5,4,2,5,2,2,2,1,2,5,5,2,5,2,2,2,4,3,5,5,4,3,2,4,3,Not At-Risk
HS2026273,2.34,0.89,1,0.7,0.89,0.7,Rarely,27-29 years,Female,300,BSc Nursing,Upper-middle income,Never,No,1-2 hours,5-6 hours,Moderate risk,3,1,1,1,3,5,5,4,4,2,2,4,2,2,4,3,5,4,5,1,3,5,4,3,3,4,4,1,1,1,3,5,5,4,4,4,3,2,5,1,3,3,Not At-Risk
HS2026274,2.45,0.91,0.79,0.9,0.69,0.69,Rarely,21-23 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,More than 4 hours,More than 8 hours,Low risk,3,1,5,3,3,3,4,2,1,3,4,1,4,4,5,5,4,1,1,1,2,4,1,1,1,2,3,1,5,3,3,3,4,2,1,5,3,1,3,4,3,3,Not At-Risk
HS2026275,2.41,0.66,0.96,1,0.8,0.79,Almost never,24-26 years,Female,300,BSc Nursing,Middle income,Rarely (once or twice a semester),No,2-3 hours,More than 8 hours,Moderate risk,3,2,2,5,1,2,3,3,3,5,3,1,4,4,2,3,2,4,1,3,1,5,3,2,4,4,1,1,2,5,1,2,3,3,3,2,4,3,2,5,3,3,Not At-Risk
HS2026276,1.52,1,0.92,0.7,0.75,0.69,Sometimes,27-29 years,Male,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,1-2 hours,More than 8 hours,Low risk,5,2,3,5,2,2,1,4,2,1,4,5,2,1,4,1,4,2,3,3,5,3,3,3,1,3,3,3,3,5,2,2,1,4,2,1,2,2,1,4,2,5,At-Risk
HS2026277,2.25,0.79,1,0.77,0.91,0.7,Sometimes,27-29 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,More than 4 hours,6-7 hours,Very low risk,3,3,2,3,3,5,5,4,3,5,3,5,1,3,1,5,1,5,3,5,3,4,3,3,2,1,4,4,2,3,3,5,5,4,3,4,1,2,3,4,3,3,Not At-Risk
HS2026278,3.45,0.7,0.89,0.79,0.76,0.7,Rarely,21-23 years,Male,300,BSc Nursing,Middle income,Never,Yes - 10-20 hours/week,Less than 1 hour,5-6 hours,Low risk,2,2,3,3,4,3,2,3,3,4,3,3,4,2,1,3,3,5,5,3,1,4,2,3,2,1,1,5,3,3,4,3,2,3,3,2,3,4,3,3,3,2,Not At-Risk
HS2026279,3,0.93,0.92,0.69,0.91,0.9,Rarely,30-35 years,Male,300,BSc Nursing,Middle income,Always,Yes - fewer than 10 hours/week,Less than 1 hour,4-5 hours,Low risk,2,4,1,4,5,3,2,1,5,5,3,2,2,2,3,2,1,2,5,4,4,2,4,3,2,3,2,3,1,4,5,3,2,1,5,3,5,2,3,2,2,2,Not At-Risk
HS2026280,2.23,0.9,0.78,0.6,0.93,1,Rarely,27-29 years,Male,300,BSc Nursing,Low income,Always,No,1-2 hours,6-7 hours,High risk,5,5,2,2,2,3,3,4,3,2,3,4,3,1,1,1,5,2,3,2,5,3,3,4,3,4,3,2,2,2,2,3,3,4,3,3,5,3,2,5,5,5,Not At-Risk
HS2026281,2.61,0.6,0.93,0.79,0.98,0.69,Rarely,18-20 years,Female,300,BSc Nursing,Middle income,Never,Yes - fewer than 10 hours/week,2-3 hours,4-5 hours,High risk,1,3,2,4,2,2,4,4,1,4,3,2,2,4,3,4,1,5,5,4,3,2,4,4,4,5,3,4,2,4,2,2,4,4,1,1,3,3,3,3,1,1,Not At-Risk
HS2026282,1.95,0.79,0.9,0.89,0.96,0.6,Almost never,18-20 years,Male,300,BSc Nursing,Upper-middle income,Never,No,3-4 hours,Less than 4 hours,Very low risk,2,2,1,3,1,2,3,1,2,1,3,4,2,2,4,3,2,3,3,5,2,4,3,2,4,4,3,3,1,3,1,2,3,1,2,3,2,2,3,3,3,2,Not At-Risk
HS2026283,1.89,0.87,0.6,0.91,0.98,0.79,Sometimes,21-23 years,Female,300,BSc Nursing,Low income,Sometimes (monthly),No,More than 4 hours,6-7 hours,Low risk,2,4,1,3,2,3,3,2,5,2,3,1,4,1,3,1,3,5,3,2,2,3,5,5,2,3,3,2,1,3,2,3,3,2,5,5,2,2,4,4,2,2,At-Risk
HS2026284,2.27,0.78,0.79,0.66,0.88,0.89,Sometimes,21-23 years,Male,300,BSc Nursing,Middle income,Rarely (once or twice a semester),Yes - more than 20 hours/week,3-4 hours,4-5 hours,Low risk,2,4,2,3,3,3,1,1,3,4,2,1,5,3,2,2,1,3,1,4,4,3,2,2,4,2,1,2,2,3,3,3,1,1,3,4,5,4,1,2,4,2,Not At-Risk
HS2026285,2.55,0.99,0.87,1,0.9,0.91,Rarely,24-26 years,Male,300,BSc Nursing,Upper-middle income,Rarely (once or twice a semester),Yes - fewer than 10 hours/week,3-4 hours,6-7 hours,Low risk,3,3,4,4,4,3,1,3,2,1,2,3,4,1,3,1,1,1,3,3,2,4,2,3,1,2,5,3,4,4,4,3,1,3,2,3,4,5,2,5,2,3,Not At-Risk
HS2026286,2.64,0.88,0.78,0.79,0.91,0.66,Rarely,27-29 years,Male,300,BSc Nursing,Middle income,Sometimes (monthly),No,More than 4 hours,4-5 hours,Moderate risk,1,1,3,1,5,4,1,2,4,3,3,2,2,3,3,3,2,2,2,4,2,4,4,1,1,3,4,1,3,1,5,4,1,2,4,4,2,3,4,3,1,1,Not At-Risk
HS2026287,2.34,1,0.99,0.7,0.66,1,Rarely,21-23 years,Male,300,BSc Nursing,High income,Never,Yes - fewer than 10 hours/week,2-3 hours,6-7 hours,Moderate risk,4,5,3,4,4,5,5,2,3,4,3,4,2,2,3,2,5,1,1,2,2,5,2,5,3,5,1,4,3,4,4,5,5,2,3,4,5,4,1,3,3,4,Not At-Risk
